SEX,RISK_CAT,2014,2015,2016,2017,2018
1,0.0,17.464882,17.372784,19.438771,19.419965,18.96944
1,1.0,16.758988,16.298356,16.359886,15.731011,15.702337
1,2.0,65.77613,66.32886,64.201343,64.849024,65.328223
2,0.0,32.243505,33.406329,33.442733,32.191755,31.11473
2,1.0,15.040164,14.374185,13.302346,12.740307,13.528939
2,2.0,52.716331,52.219486,53.254921,55.067938,55.356332
