FTPT,RISK_CAT,2014,2015,2016,2017,2018
1,0.0,21.596981,21.548602,21.402454,21.38275,21.057489
1,1.0,14.316949,14.389305,14.308515,14.038871,13.966548
1,2.0,64.08607,64.062093,64.289031,64.578379,64.975963
2,0.0,30.728945,30.762056,31.33698,30.584166,30.899548
2,1.0,21.095634,21.140389,19.651562,18.869602,18.80008
2,2.0,48.175421,48.097555,49.011458,50.546232,50.300372
