HATLEV1D,RISK_CAT,2014,2015,2016,2017,2018
H,0.0,18.016796,18.845418,18.163438,17.435256,18.08142
H,1.0,1.742276,1.89845,1.919153,1.833763,1.995677
H,2.0,80.240929,79.256132,79.917409,80.730981,79.922902
L,0.0,14.431826,13.603401,14.313835,13.793991,12.70503
L,1.0,25.382867,26.621914,25.912135,25.890522,26.224319
L,2.0,60.185307,59.774685,59.77403,60.315486,61.070651
M,0.0,31.606007,30.909401,31.047731,32.167916,32.257937
M,1.0,10.845594,11.688099,11.041506,10.163386,10.512425
M,2.0,57.548399,57.4025,57.910763,57.668699,57.229638
