AGE,RISK_CAT,2014,2015,2016,2017,2018
17,0.0,15.325675,29.041087,40.161119,19.691422,13.423214
17,1.0,14.404041,12.911128,15.894679,15.619246,23.653921
17,2.0,70.270285,58.047785,43.944202,64.689332,62.922865
22,0.0,28.160744,27.623997,27.401595,27.897955,32.132653
22,1.0,12.923112,12.645366,9.115442,8.127095,12.729192
22,2.0,58.916144,59.730637,63.482963,63.97495,55.138155
27,0.0,24.960235,27.162234,31.15529,29.337944,29.097983
27,1.0,19.466541,15.30097,13.113374,12.711516,12.659163
27,2.0,55.573224,57.536796,55.731336,57.950539,58.242854
32,0.0,25.710685,24.994802,25.634186,26.691351,27.929915
32,1.0,14.824481,14.882229,16.527054,13.796194,13.801629
32,2.0,59.464834,60.122969,57.838759,59.512455,58.268456
37,0.0,24.800958,25.920735,27.857816,26.188022,25.424627
37,1.0,15.311218,16.322555,14.936381,13.69535,15.018839
37,2.0,59.887824,57.75671,57.205803,60.116628,59.556535
42,0.0,23.840812,24.70761,23.728797,24.099252,24.561664
42,1.0,14.124197,14.542978,14.668003,14.994692,14.313344
42,2.0,62.034991,60.749412,61.6032,60.906056,61.124992
47,0.0,22.644593,21.317618,23.49047,23.100116,22.311896
47,1.0,17.566798,15.635272,16.149995,15.725209,16.173758
47,2.0,59.788609,63.047109,60.359535,61.174674,61.514346
52,0.0,22.153798,24.632393,25.448618,23.187953,21.225715
52,1.0,17.729053,17.495402,17.148079,15.497268,15.470668
52,2.0,60.117149,57.872205,57.403303,61.31478,63.303617
57,0.0,25.92213,25.699685,24.929501,24.296343,22.847844
57,1.0,16.419864,15.307154,13.236201,15.837812,15.879281
57,2.0,57.658006,58.99316,61.834298,59.865845,61.272875
62,0.0,22.875424,21.465297,25.454124,27.956442,25.151704
62,1.0,15.158509,14.587466,15.152909,12.793257,13.615913
62,2.0,61.966067,63.947237,59.392967,59.250301,61.232383
67,0.0,19.120296,19.851375,20.79176,20.051368,17.371496
67,1.0,10.854724,13.204454,10.821455,14.333503,12.916782
67,2.0,70.02498,66.944171,68.386785,65.615129,69.711722
72,0.0,32.105393,30.595425,38.858025,19.483718,18.420303
72,1.0,8.120823,13.422118,13.457267,8.774565,9.333319
72,2.0,59.773783,55.982457,47.684708,71.741717,72.246378
77,0.0,18.253948,29.646421,37.019326,51.936272,23.249814
77,1.0,13.047168,4.834903,8.118186,7.025356,x
77,2.0,68.698884,65.518676,54.862488,41.038372,76.750186
