id,esco_occupation,isco_code,onet_code,onet_occupation,matching_job_titles,semantic_similarity,confidence,concept_uri
995,canvas goods assembler,8159,51-6031.00,sewing machine operators,na,0.6992465019226074,1.0,http://data.europa.eu/esco/occupation/531e98aa-2a03-489d-b811-ebbb7389864a
1332,nonwoven staple machine operator,8159,51-6099.00,"textile, apparel, and furnishings workers, all other",na,0.6326673924922943,1.0,http://data.europa.eu/esco/occupation/6f9398cc-c4cc-415e-a757-fd855f55fda2
2443,mattress making machine operator,8159,51-6093.00,upholsterers,na,0.672649160027504,1.0,http://data.europa.eu/esco/occupation/cf74a14f-f1fe-4008-a935-5c173f246655
2809,nonwoven  textile technician,8159,51-6099.00,"textile, apparel, and furnishings workers, all other",na,0.6221916243433953,1.0,http://data.europa.eu/esco/occupation/f4c997b5-f9e0-4419-b8e7-8e5e2cffc73e
10,hydrogenation machine operator,8160,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",na,0.7396573185920715,1.0,http://data.europa.eu/esco/occupation/0085f271-5999-4d42-b879-75c3b4269883
11,pasta operator,8160,51-3092.00,food batchmakers,na,0.7295347809791565,2.0,http://data.europa.eu/esco/occupation/0090dd54-057a-4f65-bbe8-f74c4999e8e8
60,coffee grinder,8160,51-9021.00,"crushing, grinding, and polishing machine setters, operators, and tenders","['coffee grinder', 'grinder operator']",0.7481116056442261,1.0,http://data.europa.eu/esco/occupation/0458929a-f6c9-40ed-8ce3-caa9f03a6b5b
200,candy machine operator,8160,51-3092.00,food batchmakers,na,0.7885848820209502,2.0,http://data.europa.eu/esco/occupation/0fdc5efb-d38e-4019-bede-0ce55404549d
229,blending plant operator,8160,51-3092.00,food batchmakers,['blending plant operator'],0.7599989771842957,2.0,http://data.europa.eu/esco/occupation/1214a616-aaa5-4140-b82e-2cc5028b0fa4
279,sauce production operator,8160,51-3092.00,food batchmakers,na,0.7337716072797775,1.0,http://data.europa.eu/esco/occupation/16ec2281-b0b3-4cde-9888-2cb6cc492c25
370,brew house operator,8160,51-9193.00,cooling and freezing equipment operators and tenders,['brewery worker'],0.7887988835573196,1.0,http://data.europa.eu/esco/occupation/1e3c569b-e7ef-46b4-943a-2768a9969961
493,centrifuge operator,8160,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",['centrifuge operator'],0.805068626999855,1.0,http://data.europa.eu/esco/occupation/28d82e8d-7379-4245-a5a0-c5a68864a528
507,chilling operator,8160,51-9193.00,cooling and freezing equipment operators and tenders,na,0.7905372083187103,2.0,http://data.europa.eu/esco/occupation/2a2da883-8af5-4b98-832e-00e6681b22c3
610,sugar refinery operator,8160,51-3092.00,food batchmakers,na,0.7004236876964569,1.0,http://data.europa.eu/esco/occupation/3256e283-0892-4330-b9f2-6dc4aa4bd86b
632,cocoa press operator,8160,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",['cocoa press operator'],0.7406688734889031,1.0,http://data.europa.eu/esco/occupation/34b63359-faad-4d6a-9d4d-98c2c15b9fac
662,coffee roaster,8160,51-3091.00,"food and tobacco roasting, baking, and drying machine operators and tenders",['coffee roaster'],0.7331650763750076,2.0,http://data.europa.eu/esco/occupation/36b11444-8634-4194-b679-ed302acdfb22
669,starch converting operator,8160,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",na,0.7551846891641616,1.0,http://data.europa.eu/esco/occupation/375a4d32-0950-45db-9d85-3fc2a86f1d85
718,kettle tender,8160,51-3092.00,food batchmakers,['kettle tender'],0.7696757704019547,1.0,http://data.europa.eu/esco/occupation/3b46ee4d-a220-4c83-ad90-937456596889
730,cellar operator,8160,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders","['fermentation operator', 'cellar worker']",0.7944391131401062,1.0,http://data.europa.eu/esco/occupation/3caa57c9-d360-4ce4-8000-34a983666ba7
1016,cacao beans cleaner,8160,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",na,0.7046259626746177,1.0,http://data.europa.eu/esco/occupation/5520bfd0-49d3-47e5-abe0-d72354711bc0
1123,baking operator,8160,51-3091.00,"food and tobacco roasting, baking, and drying machine operators and tenders",['bakery worker'],0.7677558273077012,1.0,http://data.europa.eu/esco/occupation/5d9e63a2-8013-434e-9f92-3b3d54a0c320
1190,clarifier,8160,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",['clarifier'],0.7925783485174178,1.0,http://data.europa.eu/esco/occupation/62f53135-e091-4aa6-8895-5851d72271b9
1206,blender operator,8160,51-3092.00,food batchmakers,['blender operator'],0.7602124810218811,1.0,http://data.europa.eu/esco/occupation/64c180d0-029b-4dc7-b582-77899d171186
1241,cacao bean roaster,8160,51-3091.00,"food and tobacco roasting, baking, and drying machine operators and tenders","['cocoa roaster', 'bean roaster']",0.7566226303577424,2.0,http://data.europa.eu/esco/occupation/6725a5bb-b79d-4128-9494-089389ae2a48
1247,honey extractor,8160,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",['honey extractor'],0.7262688130140305,1.0,http://data.europa.eu/esco/occupation/67f12d6c-295f-4315-8c5c-8e477c7f7019
1312,carbonation operator,8160,51-9023.00,"mixing and blending machine setters, operators, and tenders",na,0.709576866030693,0.5,http://data.europa.eu/esco/occupation/6e11692c-fc72-4ef4-8bcf-6bd19a6b0ea3
1343,blanching operator,8160,51-9192.00,"cleaning, washing, and metal pickling equipment operators and tenders",['blancher'],0.7806024819612504,1.0,http://data.europa.eu/esco/occupation/706e8b26-befb-429b-b71d-f72fad1bae12
1345,fish canning operator,8160,51-9111.00,packaging and filling machine operators and tenders,na,0.638308036327362,0.5,http://data.europa.eu/esco/occupation/709170ae-2b9a-4e7a-8201-260da7211898
1360,fruit-press operator,8160,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",na,0.709937670826912,1.0,http://data.europa.eu/esco/occupation/7235d075-ecf6-42ba-8a60-d7e79bbce152
1375,malt kiln operator,8160,51-3091.00,"food and tobacco roasting, baking, and drying machine operators and tenders",na,0.7823265999555588,0.5,http://data.europa.eu/esco/occupation/7309ab2d-e2ba-4ccb-b658-6b0a8bd8c4eb
1456,extract mixer tester,8160,51-9023.00,"mixing and blending machine setters, operators, and tenders",['extract mixer'],0.7581799834966659,1.0,http://data.europa.eu/esco/occupation/78ddc0cc-166e-437e-9c41-48aa0a6c6f93
1494,distillery miller,8160,51-9021.00,"crushing, grinding, and polishing machine setters, operators, and tenders",['distillery miller'],0.7222902253270149,1.0,http://data.europa.eu/esco/occupation/7cd070f5-b5dd-4228-bdcf-0419dbacfcf4
1509,beverage filtration technician,8160,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",na,0.7591448038816452,1.0,http://data.europa.eu/esco/occupation/7dbb116c-a4e7-41e8-9f28-c8a738d93e28
1535,dryer attendant,8160,51-3091.00,"food and tobacco roasting, baking, and drying machine operators and tenders",na,0.723522886633873,0.5,http://data.europa.eu/esco/occupation/804f1ae2-429c-48a9-9858-d5d42df144eb
1584,fish production operator,8160,51-3093.00,food cooking machine operators and tenders,na,0.6749456495046616,1.0,http://data.europa.eu/esco/occupation/83de6811-975d-4f7c-b81e-604c0c17e800
1595,prepared meat operator,8160,51-3023.00,slaughterers and meat packers,['meat processor'],0.8056598663330078,1.0,http://data.europa.eu/esco/occupation/84dfc210-db07-4a83-87fe-d6131907ea83
1622,dairy products manufacturing worker,8160,51-3092.00,food batchmakers,na,0.6859223961830139,0.5,http://data.europa.eu/esco/occupation/87cb6ef5-fa94-4af4-9511-6fe64c463835
1726,starch extraction operator,8160,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",na,0.7109054148197174,1.0,http://data.europa.eu/esco/occupation/9161b2df-624c-4f5e-ad6c-0392439fa5c3
1799,distillery worker,8160,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders","['distillery worker', 'distiller']",0.7803644001483917,1.0,http://data.europa.eu/esco/occupation/9757122b-1161-4f4a-8286-a603d4ad7012
1854,fat-purification worker,8160,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",na,0.7734046131372452,1.0,http://data.europa.eu/esco/occupation/9ae8251e-cb8e-4324-9d77-d967d43e6b46
1855,dairy processing operator,8160,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",na,0.7859758928418159,1.0,http://data.europa.eu/esco/occupation/9aeefea6-11c3-4479-b703-902ee84787d7
2029,germination operator,8160,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders","['brewer', 'maltster']",0.7850626558065414,1.0,http://data.europa.eu/esco/occupation/ab9e06c8-e0fc-4c1b-afa2-61421592f1a5
2158,milk heat treatment process operator,8160,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",na,0.784788228571415,1.0,http://data.europa.eu/esco/occupation/b69d9b94-a40c-434d-af8f-e584257314f6
2185,animal feed operator,8160,53-7063.00,machine feeders and offbearers,['feeder'],0.7425486505031585,1.0,http://data.europa.eu/esco/occupation/b91034a0-1d3e-40e4-aced-07052ee0f9e9
2193,wine fermenter,8160,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",['fermenter'],0.7430901259183884,1.0,http://data.europa.eu/esco/occupation/b997a091-23b3-4f87-a6bc-bdbea2f609ae
2260,yeast distiller,8160,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",['yeast distiller'],0.7770973175764084,1.0,http://data.europa.eu/esco/occupation/beacd3d6-e414-42ea-baf9-3ddc34fc143a
2395,vermouth manufacturer,8160,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",na,0.7354112714529037,1.0,http://data.europa.eu/esco/occupation/ca2da084-3bfa-47d8-84ba-ef890191708d
2493,chocolate moulding operator,8160,51-3092.00,food batchmakers,na,0.7470640331506729,1.0,http://data.europa.eu/esco/occupation/d41ff08f-1ba9-4e39-b9b5-ad6bfe8f9611
2565,miller,8160,51-9021.00,"crushing, grinding, and polishing machine setters, operators, and tenders",['miller'],0.7376534759998321,1.0,http://data.europa.eu/esco/occupation/db25e659-d77c-4f4a-a8a2-ee199d060345
2603,fruit and vegetable canner,8160,51-9111.00,packaging and filling machine operators and tenders,na,0.7361924469470977,1.0,http://data.europa.eu/esco/occupation/defc8417-eeb6-4f13-8fcd-6518b99a40f4
2618,cocoa mill operator,8160,51-9021.00,"crushing, grinding, and polishing machine setters, operators, and tenders",['miller'],0.6884378492832184,1.0,http://data.europa.eu/esco/occupation/e0b347de-f88b-4f69-b7d0-0a965e41f0d5
2620,liquor grinding mill operator,8160,51-9021.00,"crushing, grinding, and polishing machine setters, operators, and tenders",['liquor grinding mill operator'],0.7036688461899758,1.0,http://data.europa.eu/esco/occupation/e0c5e005-6303-4d5a-9125-a7f86ed1c4df
2648,cider fermentation operator,8160,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",na,0.75360726416111,1.0,http://data.europa.eu/esco/occupation/e3713dd7-572d-4c6c-87ec-1944b3572175
2651,food production operator,8160,51-3093.00,food cooking machine operators and tenders,['food production worker'],0.7902912378311158,1.0,http://data.europa.eu/esco/occupation/e3dc66de-99c7-4607-a82b-7244036d316d
2741,cigarette making machine operator,8160,51-9041.00,"extruding, forming, pressing, and compacting machine setters, operators, and tenders","['cigarette making machine operator', 'cigarette maker', 'cigarette machine operator']",0.6994990170001983,2.0,http://data.europa.eu/esco/occupation/ecfcf554-254f-4dd7-a20c-b60cc6b16054
2745,refining machine operator,8160,51-9021.00,"crushing, grinding, and polishing machine setters, operators, and tenders",['refining machine operator'],0.7750908821821213,1.0,http://data.europa.eu/esco/occupation/ed41ca50-bb2a-41e2-a332-9b2df83040c1
2811,liquor blender,8160,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",['liquor blender'],0.7616083741188049,1.0,http://data.europa.eu/esco/occupation/f4e0016b-29fa-48ac-b98d-364c658f8aed
2817,flour purifier operator,8160,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",na,0.7564392745494842,0.5,http://data.europa.eu/esco/occupation/f53dbdb1-2f64-42f8-a6a4-0552c40e4f57
2834,bulk filler,8160,51-9111.00,packaging and filling machine operators and tenders,na,0.7262940526008606,1.0,http://data.europa.eu/esco/occupation/f6f1a9c5-a956-4a10-98ad-b83525e843fb
664,paper pulp moulding operator,8171,51-9196.00,"paper goods machine setters, operators, and tenders",na,0.7615614026784897,1.0,http://data.europa.eu/esco/occupation/3723d7a6-7e65-4735-8235-cb01fb661b2f
779,bleacher operator,8171,51-9196.00,"paper goods machine setters, operators, and tenders",na,0.7702352643013001,1.0,http://data.europa.eu/esco/occupation/41535a7d-f2ed-4937-9b7e-3b14c8c755b3
894,paper machine operator,8171,51-9196.00,"paper goods machine setters, operators, and tenders","['paper machine operator', 'paper maker', 'paper making machine operator']",0.8099219053983688,2.0,http://data.europa.eu/esco/occupation/4b6a55a8-8ec9-4ae2-9f62-ebcea1fa93d0
1353,paper stationery machine operator,8171,51-9196.00,"paper goods machine setters, operators, and tenders",na,0.8384392708539963,2.0,http://data.europa.eu/esco/occupation/71a98a24-e02b-4ba6-b4df-6556d7ae98cc
1367,froth flotation deinking operator,8171,51-9192.00,"cleaning, washing, and metal pickling equipment operators and tenders",na,0.71339673101902,1.0,http://data.europa.eu/esco/occupation/728b9e5b-3da4-4dbd-ac36-614ebdb6c8c0
1632,wash deinking operator,8171,51-9192.00,"cleaning, washing, and metal pickling equipment operators and tenders",na,0.7772451430559157,1.0,http://data.europa.eu/esco/occupation/8870032b-9be3-4fd4-b9fb-1d8d9de33c5f
1714,laminating machine operator,8171,51-9191.00,adhesive bonding machine operators and tenders,['laminating machine operator'],0.8096062898635864,1.0,http://data.europa.eu/esco/occupation/8f654b67-89f8-4669-8c9c-a4875bf22699
2207,pulp technician,8171,51-9196.00,"paper goods machine setters, operators, and tenders",na,0.7393153429031372,1.0,http://data.europa.eu/esco/occupation/bb131b09-5fdf-4f4f-a76c-402c69cd090a
2307,digester operator,8171,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders","['digester cook', 'pulp mill operator']",0.7420999705791473,1.0,http://data.europa.eu/esco/occupation/c32155d3-9ac5-4e44-8e8b-25c47ad31c38
1130,debarker operator,8172,51-7041.00,"sawing machine setters, operators, and tenders, wood",['debarker operator'],0.7263139367103577,1.0,http://data.europa.eu/esco/occupation/5e5522c5-4b09-4586-a8f0-3b6d66d99969
1347,wood fuel pelletiser,8172,51-7041.00,"sawing machine setters, operators, and tenders, wood",na,0.7395145446062088,1.0,http://data.europa.eu/esco/occupation/7109cdfd-1618-43b6-8317-8dc90fa583e6
1607,sawmill operator,8172,51-7041.00,"sawing machine setters, operators, and tenders, wood",['sawmill worker'],0.7697500944137573,2.0,http://data.europa.eu/esco/occupation/865adac9-9bb7-4680-a13d-62b2942974ac
1801,chipper operator,8172,51-7042.00,"woodworking machine setters, operators, and tenders, except sawing","['chipper machine operator', 'chipper']",0.8000468790531158,1.0,http://data.europa.eu/esco/occupation/976c739f-fec7-45c2-b12e-e1b496aa816b
2240,crosscut saw operator,8172,51-7041.00,"sawing machine setters, operators, and tenders, wood",na,0.7932343244552612,2.0,http://data.europa.eu/esco/occupation/bd378c4e-f656-46af-a728-fcfb40b113ef
2288,engineered wood board machine operator,8172,51-7042.00,"woodworking machine setters, operators, and tenders, except sawing",na,0.7900536566972732,1.0,http://data.europa.eu/esco/occupation/c0eb9240-4f70-4393-bdf0-723ce7fdbd36
804,auger press operator,8181,51-9041.00,"extruding, forming, pressing, and compacting machine setters, operators, and tenders",['manual control auger press operator'],0.8263746112585069,2.0,http://data.europa.eu/esco/occupation/43c86ca8-7357-4e8e-9a1c-bae427f61c5e
811,glass polisher,8181,51-9021.00,"crushing, grinding, and polishing machine setters, operators, and tenders","['plate glass polisher', 'glass grinder']",0.7332407772541046,1.0,http://data.europa.eu/esco/occupation/447cfc9c-c0bf-4553-8f47-91f7ce5e51bc
872,drawing kiln operator,8181,51-9041.00,"extruding, forming, pressing, and compacting machine setters, operators, and tenders",['drawing kiln operator'],0.7619272977113724,2.0,http://data.europa.eu/esco/occupation/49f1e9aa-189b-4417-afaa-373cc4ffeea1
1110,kiln firer,8181,51-9051.00,"furnace, kiln, oven, drier, and kettle operators and tenders","['kiln firer', 'glost kiln operator', 'tunnel kiln firer', 'kiln fireman']",0.775392460823059,1.0,http://data.europa.eu/esco/occupation/5c4ba833-da16-4bd0-a4b2-c08a2eaf5884
1139,pottery and porcelain caster,8181,51-9195.05,"potters, manufacturing",na,0.7419171869754791,2.0,http://data.europa.eu/esco/occupation/5f617498-da0d-454a-9658-5e02d28a4bd7
1251,clay kiln burner,8181,51-9051.00,"furnace, kiln, oven, drier, and kettle operators and tenders","['kiln burner', 'dry kiln operator']",0.780016615986824,2.0,http://data.europa.eu/esco/occupation/6837611a-7093-40fb-9e7f-74947bf6f54f
1834,glass annealer,8181,51-9051.00,"furnace, kiln, oven, drier, and kettle operators and tenders","['lehr tender', 'lehr operator']",0.7486773282289505,1.0,http://data.europa.eu/esco/occupation/9980a417-f990-495a-ae11-66a112737f3b
2036,fibre machine tender,8181,51-6091.00,"extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",['fiber machine tender'],0.8550642967224121,2.0,http://data.europa.eu/esco/occupation/ac401ec0-7ce0-423f-b8b5-167da9e046a7
2159,brick and tile caster,8181,51-9041.00,"extruding, forming, pressing, and compacting machine setters, operators, and tenders",['brick and tile making machine operator'],0.8026913702487946,1.0,http://data.europa.eu/esco/occupation/b6a62e85-5ffe-41aa-8f2a-9959365dfe85
2505,dry press operator,8181,51-9041.00,"extruding, forming, pressing, and compacting machine setters, operators, and tenders","['dry press operator', 'presser']",0.743701821565628,2.0,http://data.europa.eu/esco/occupation/d4fdb8cb-8928-4047-8166-5feedc3c1a98
2630,glass forming machine operator,8181,51-9041.00,"extruding, forming, pressing, and compacting machine setters, operators, and tenders",na,0.7802053630352019,1.0,http://data.europa.eu/esco/occupation/e19a0f13-da49-42cb-8b3a-27da8ce44c8c
542,boiler operator,8182,51-8021.00,stationary engineers and boiler operators,"['boiler operator', 'boiler technician', 'power plant operator']",0.8475530833005905,1.0,http://data.europa.eu/esco/occupation/2cad9c6f-0289-4b26-b247-e65c0089f8f4
1383,steam plant operator,8182,51-8021.00,stationary engineers and boiler operators,['steam plant operator'],0.8765025943517686,1.0,http://data.europa.eu/esco/occupation/737c1795-844b-43ad-95b2-1bf0e8c14ddf
285,cigar brander,8183,51-9111.00,packaging and filling machine operators and tenders,['cigar brander'],0.6789438545703889,2.0,http://data.europa.eu/esco/occupation/17abb59e-a1f9-4ce8-88b7-569e5413dca9
531,heat sealing machine operator,8183,51-9111.00,packaging and filling machine operators and tenders,na,0.7039709270000457,1.0,http://data.europa.eu/esco/occupation/2be85651-c94a-4531-9df8-3cc56932960e
1080,cylinder filler,8183,51-9111.00,packaging and filling machine operators and tenders,['cylinder filler'],0.740994694828987,1.0,http://data.europa.eu/esco/occupation/59ee6b71-a48d-4940-bdf1-e806ca60245c
1747,canning and bottling line operator,8183,51-9111.00,packaging and filling machine operators and tenders,['canner'],0.7547347128391265,2.0,http://data.europa.eu/esco/occupation/9388a977-6f79-4509-81aa-026bc49e1919
2089,packaging and filling machine operator,8183,51-9111.00,packaging and filling machine operators and tenders,na,0.8610678315162659,2.0,http://data.europa.eu/esco/occupation/b0fa69b4-998c-4e66-acd3-5f5d73cadb5c
2264,leather goods packing operator,8183,51-9111.00,packaging and filling machine operators and tenders,na,0.7360067367553712,1.0,http://data.europa.eu/esco/occupation/bf367464-950a-416c-98b1-52b9d571550e
2554,footwear finishing and packing operator,8183,51-9111.00,packaging and filling machine operators and tenders,na,0.670379889011383,1.0,http://data.europa.eu/esco/occupation/d9e4581a-91b3-47f9-a2d5-70eb542caac5
850,edge bander operator,8189,51-9191.00,adhesive bonding machine operators and tenders,na,0.776717871427536,2.0,http://data.europa.eu/esco/occupation/48318e0f-b54b-4654-b296-47c8e544da23
1771,slitter operator,8189,51-4031.00,"cutting, punching, and press machine setters, operators, and tenders, metal and plastic","['slitter operator', 'slitting machine operator']",0.8246434330940247,1.0,http://data.europa.eu/esco/occupation/95a6ecd2-a140-4861-aad7-dcb8cfc1c9a3
318,mechatronics assembler,8211,51-2031.00,engine and other machine assemblers,na,0.770304387807846,1.0,http://data.europa.eu/esco/occupation/1a6d1acf-5956-4ba0-95bf-b15b05a02013
1417,motorcycle assembler,8211,51-2031.00,engine and other machine assemblers,na,0.7200545907020569,1.0,http://data.europa.eu/esco/occupation/769159bd-2929-4d40-8aeb-a99a387a0829
1581,rolling stock assembler,8211,51-2031.00,engine and other machine assemblers,na,0.7669319719076156,1.0,http://data.europa.eu/esco/occupation/839d738b-8b54-4408-868a-6d8af102d2de
1636,vessel engine assembler,8211,51-2031.00,engine and other machine assemblers,na,0.791662871837616,1.0,http://data.europa.eu/esco/occupation/88a34087-311e-497e-ad81-a6843b9b461e
2051,aircraft assembler,8211,51-2011.00,"aircraft structure, surfaces, rigging, and systems assemblers",na,0.7901622623205184,1.0,http://data.europa.eu/esco/occupation/ad7c76e8-af96-42af-99a5-d579f707758c
2251,industrial machinery assembler,8211,51-2031.00,engine and other machine assemblers,"['machine assembler', 'manufacturing assembler']",0.8426506757736206,2.0,http://data.europa.eu/esco/occupation/be0e6189-46a5-4b90-8622-2d1988efba1a
2941,motor vehicle assembler,8211,51-2031.00,engine and other machine assemblers,na,0.7465256989002228,1.0,http://data.europa.eu/esco/occupation/ffc292f1-89e2-4406-8eff-39096c94e731
287,dental instrument assembler,8212,51-9082.00,medical appliance technicians,na,0.7167070716619491,1.0,http://data.europa.eu/esco/occupation/17c02096-05d6-4a5a-ba93-9f22d68df0d3
598,wave soldering machine operator,8212,51-4122.00,"welding, soldering, and brazing machine setters, operators, and tenders",['wave soldering machine operator'],0.7981058537960053,1.0,http://data.europa.eu/esco/occupation/31308b0c-a298-4802-a052-4020d22bad57
753,electrical equipment assembler,8212,51-2022.00,electrical and electronic equipment assemblers,['electrical assembler'],0.8269865661859512,1.0,http://data.europa.eu/esco/occupation/3e524c3e-3ee8-47dd-8463-2c2a41b548bf
988,surface-mount technology machine operator,8212,51-4122.00,"welding, soldering, and brazing machine setters, operators, and tenders",na,0.8131950438022614,1.0,http://data.europa.eu/esco/occupation/52c25b47-c36e-49ff-92ce-8a8c5413fde6
1214,electronic equipment assembler,8212,51-2022.00,electrical and electronic equipment assemblers,['electronics assembler'],0.846747750043869,1.0,http://data.europa.eu/esco/occupation/6565dc02-14e4-4819-b99c-44c352000f43
291,ammunition assembler,8219,47-5031.00,"explosives workers, ordnance handling experts, and blasters",na,0.7433442592620849,1.0,http://data.europa.eu/esco/occupation/183d60f2-277f-47c8-a8c6-f5c8eedba2b0
418,metal furniture machine operator,8219,51-2041.00,structural metal fabricators and fitters,na,0.7861714512109756,1.0,http://data.europa.eu/esco/occupation/2231ed97-69dc-4b6e-93ee-8c0e5bb5dbb8
448,medical device assembler,8219,51-9082.00,medical appliance technicians,"['medical device assembler', 'medical appliance maker']",0.8218250662088394,1.0,http://data.europa.eu/esco/occupation/24a170fc-be68-43a5-93f1-7a5c31c6062b
1066,firework assembler,8219,47-5031.00,"explosives workers, ordnance handling experts, and blasters",na,0.7280614584684372,1.0,http://data.europa.eu/esco/occupation/59207c91-eefa-4f26-baae-9ea215320ed0
1071,plastic products assembler,8219,51-4022.00,"forging machine setters, operators, and tenders, metal and plastic",na,0.7583271622657777,1.0,http://data.europa.eu/esco/occupation/599f34f0-bdf7-49e3-b5a9-f5d55f9e6873
1245,jewellery assembler,8219,51-9071.00,jewelers and precious stone and metal workers,['jewelry repairer'],0.8288739204406738,1.0,http://data.europa.eu/esco/occupation/67b31696-9722-4b41-84d4-b25657266d59
1390,rubber goods assembler,8219,51-9041.00,"extruding, forming, pressing, and compacting machine setters, operators, and tenders",na,0.7234307944774627,1.0,http://data.europa.eu/esco/occupation/73d3bee2-7c5e-4de2-8dd9-67241615dfd3
1517,wood products assembler,8219,51-7011.00,cabinetmakers and bench carpenters,['cabinet assembler'],0.8438899546861649,1.0,http://data.europa.eu/esco/occupation/7eadbe33-d62e-4a82-8e3a-e89df5aefb2c
2064,metal products assembler,8219,51-2092.00,team assemblers,"['assembly technician', 'production line worker', 'assembler']",0.8112831979990005,1.0,http://data.europa.eu/esco/occupation/af2f3615-63ab-44dc-957d-c9660410d336
2532,furniture assembler,8219,51-2092.00,team assemblers,['furniture assembler'],0.7870730876922607,1.0,http://data.europa.eu/esco/occupation/d7f3d76b-23e8-447e-93d5-da13ff9bc102
2644,bicycle assembler,8219,49-3091.00,bicycle repairers,['bike assembler'],0.8126329928636551,1.0,http://data.europa.eu/esco/occupation/e2e3ecfa-a77b-49df-857e-09dee26e4198
1558,train driver,8311,53-4011.00,locomotive engineers,"['locomotive engineer', 'train operator']",0.8148137003183366,2.0,http://data.europa.eu/esco/occupation/81f6a814-1f4e-47d4-9c75-47977c7267ee
237,rail switchperson,8312,53-4021.00,"railroad brake, signal, and switch operators",['railway switchman'],0.8087063997983932,2.0,http://data.europa.eu/esco/occupation/12f9c0e8-26f4-4f1d-bf04-b16a34d12798
408,train preparer,8312,47-4061.00,rail-track laying and maintenance equipment operators,"['track repairer', 'track service person']",0.8245341688394546,1.0,http://data.europa.eu/esco/occupation/219e7fdd-5889-4517-9e86-620a12d535aa
1082,shunter,8312,53-4021.00,"railroad brake, signal, and switch operators",na,0.7718746393918992,1.0,http://data.europa.eu/esco/occupation/5a16dff6-ca31-4a39-85dd-4b5aa0f45419
1931,train dispatcher,8312,53-4031.00,railroad conductors and yardmasters,['train dispatcher'],0.7971427619457244,2.0,http://data.europa.eu/esco/occupation/a2fa73d0-7e51-456f-95c6-90f126f52ab8
2382,level crossing signalperson,8312,33-9091.00,crossing guards,na,0.729499214887619,1.0,http://data.europa.eu/esco/occupation/c92a4851-9418-4fb5-8201-c7e03cc2b6e2
2151,motorcycle delivery person,8321,43-5021.00,couriers and messengers,na,0.6399254694581031,1.0,http://data.europa.eu/esco/occupation/b5f6bb2c-0602-484d-a87f-9cac33f83010
152,delivery driver,8322,53-3033.00,light truck or delivery services drivers,"['delivery driver', 'delivery driver', 'delivery person']",0.7038994312286376,1.0,http://data.europa.eu/esco/occupation/0c408028-c48f-4df8-ba5d-c3d3be15f5a2
1330,taxi driver,8322,53-3041.00,taxi drivers and chauffeurs,"['taxi driver', 'cab driver', 'chauffeur']",0.7627573072910309,2.0,http://data.europa.eu/esco/occupation/6f7c1e84-8162-4c20-a575-b57ff624eef5
1628,parking valet,8322,53-6021.00,parking lot attendants,['car parker'],0.8065714776515961,1.0,http://data.europa.eu/esco/occupation/880a6cd1-2356-4994-8983-ac364763beaf
1698,armoured car driver,8322,53-3041.00,taxi drivers and chauffeurs,na,0.6700485527515411,1.0,http://data.europa.eu/esco/occupation/8d4ce4a2-3453-4aa3-befb-7a24595cd68f
1804,patient transport services driver,8322,53-3011.00,"ambulance drivers and attendants, except emergency medical technicians",na,0.8039782494306564,2.0,http://data.europa.eu/esco/occupation/976f752c-5f10-42ca-84fb-89aa529af04f
2066,hearse driver,8322,53-3041.00,taxi drivers and chauffeurs,"['hearse driver', 'chauffeur', 'driver', 'funeral car driver']",0.769756656885147,1.0,http://data.europa.eu/esco/occupation/af513bd8-4340-4452-aa30-05a073ecc49a
