id,esco_occupation,isco_code,onet_code,onet_occupation,matching_job_titles,semantic_similarity,confidence,concept_uri
2245,ICT system integration consultant,2511,15-1143.00,computer network architects,na,0.8606603145599365,1.0,http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1
2425,IT auditor,2511,15-1121.00,computer systems analysts,na,0.8495525568723679,1.0,http://data.europa.eu/esco/occupation/cdd3d773-75a4-4f35-bd1d-1ac720afcf9d
2491,data analyst,2511,15-1111.00,computer and information research scientists,na,0.7750649869441986,1.0,http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2
2632,ICT system architect,2511,15-1199.02,computer systems engineers/architects,['solution architect'],0.8859345018863678,1.0,http://data.europa.eu/esco/occupation/e1c72b5f-4c5c-487c-a6df-e84b64a51dae
2646,computer scientist,2511,15-1111.00,computer and information research scientists,"['computer scientist', 'computer scientist']",0.8939036309719086,2.0,http://data.europa.eu/esco/occupation/e3229e40-f571-4b26-baca-29edc8fe313e
2885,user experience analyst,2511,15-1121.00,computer systems analysts,na,0.8518419146537781,1.0,http://data.europa.eu/esco/occupation/faed411a-f920-4100-86a8-b877928b429c
2927,ICT business analyst,2511,15-1121.00,computer systems analysts,na,0.8356927782297136,1.0,http://data.europa.eu/esco/occupation/fe0fa514-b48d-4a53-9757-a283c0baacf0
67,software analyst,2512,15-1132.00,"software developers, applications","['software analyst', 'programmer analyst']",0.8994493037462234,2.0,http://data.europa.eu/esco/occupation/04ba4d6c-957d-417f-bf63-5b9e015a9f86
1608,user interface developer,2512,15-1134.00,web developers,['front end developer'],0.8536961555480957,1.0,http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c
2452,software architect,2512,15-1132.00,"software developers, applications","['software architect', 'software designer', 'application architect']",0.8974922120571136,1.0,http://data.europa.eu/esco/occupation/d0aa0792-4345-474b-9365-686cf4869d2e
2786,software developer,2512,15-1131.00,computer programmers,"['software developer', 'programmer', 'software engineer']",0.8873663723468781,1.0,http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1
115,search engine optimisation expert,2513,15-1199.10,search marketing strategists,na,0.8494065523147583,1.0,http://data.europa.eu/esco/occupation/092fdeeb-a76f-4ed2-b248-90fd6eaaffef
1790,user interface designer,2513,15-1134.00,web developers,['user interface designer'],0.8621663480997085,2.0,http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890
1886,digital games developer,2513,15-1199.11,video game designers,na,0.8662562966346741,1.0,http://data.europa.eu/esco/occupation/9ebaf3f0-0be0-47b7-b2b1-b3b04130fa81
1977,web content manager,2513,15-1199.03,web administrators,['web content manager'],0.8675833463668824,1.0,http://data.europa.eu/esco/occupation/a74f6c51-37e5-423e-aa5b-044e98663027
2322,web developer,2513,15-1134.00,web developers,"['web developer', 'web developers', 'web engineer', 'web programmer', 'web specialist']",0.9169822245836257,2.0,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
825,ICT application configurator,2514,15-1132.00,"software developers, applications",na,0.8428258419036865,1.0,http://data.europa.eu/esco/occupation/456ed487-02f2-45c9-9213-d0fd8e9a069d
1318,numerical tool and process control programmer,2514,51-4012.00,"computer numerically controlled machine tool programmers, metal and plastic",['numerical tool programmer'],0.8467341423034668,1.0,http://data.europa.eu/esco/occupation/6e5ceba0-df96-465f-adb4-2e06ae715d43
2211,industrial mobile devices software developer,2514,15-1131.00,computer programmers,na,0.7223469197750092,1.0,http://data.europa.eu/esco/occupation/bb6198c4-1d3e-40b9-9cc4-ad2dd9d7c74b
2238,ICT application developer,2514,15-1131.00,computer programmers,['software programmer'],0.8675602078437805,2.0,http://data.europa.eu/esco/occupation/bd272aee-adc9-4a06-a15c-a73b4b4a46a7
132,ICT test analyst,2519,15-1199.01,software quality assurance engineers and testers,na,0.8218247354030609,1.0,http://data.europa.eu/esco/occupation/0ab5c12c-c1c1-4772-8345-aa287d0e391d
203,ICT disaster recovery analyst,2519,13-1199.04,business continuity planners,['business continuity analyst'],0.8482850849628448,1.0,http://data.europa.eu/esco/occupation/102e75c8-3b47-4964-9b47-30a980aed25c
207,software tester,2519,15-1199.01,software quality assurance engineers and testers,"['software tester', 'software testing specialist']",0.8542995631694794,1.0,http://data.europa.eu/esco/occupation/106f79e4-6264-45f1-9e7a-297435cd684b
1344,data quality specialist,2519,15-1199.01,software quality assurance engineers and testers,na,0.7955138057470321,1.0,http://data.europa.eu/esco/occupation/7086d0ca-1e77-4690-89c9-7ed1a0478fa3
1419,ICT auditor manager,2519,15-1199.09,information technology project managers,na,0.8679842710494995,1.0,http://data.europa.eu/esco/occupation/76a1a76c-b014-4600-8901-56cb936de7ed
1925,ICT quality assurance manager,2519,15-1199.01,software quality assurance engineers and testers,na,0.8041685819625854,1.0,http://data.europa.eu/esco/occupation/a28dff76-74df-46ee-929f-d1fffbb63cd7
261,data warehouse designer,2521,15-1199.06,database architects,['data warehouse architect'],0.8997997164726258,1.0,http://data.europa.eu/esco/occupation/1562c7a3-c7d9-419d-b9b6-db26610bcf84
738,database integrator,2521,15-1141.00,database administrators,na,0.8553862482309342,2.0,http://data.europa.eu/esco/occupation/3d190639-90f8-4402-b1b3-a104a17e0d67
1684,database administrator,2521,15-1141.00,database administrators,"['database manager', 'database administrators', 'data administrator']",0.9166270196437836,2.0,http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc
1702,database designer,2521,15-1199.06,database architects,"['database designer', 'data architect', 'database architect']",0.9047010689973831,1.0,http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427
2092,database developer,2521,15-1141.00,database administrators,"['database developer', 'database programmer']",0.9100907623767853,2.0,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d
1881,ICT system administrator,2522,15-1142.00,network and computer systems administrators,"['server administrator', 'network administrator']",0.8923004120588303,2.0,http://data.europa.eu/esco/occupation/9e2e6e1e-363b-4e1b-a673-7bc0f7343300
820,ICT capacity planner,2523,15-1199.09,information technology project managers,na,0.8278208673000336,1.0,http://data.europa.eu/esco/occupation/4543bf7b-8ffb-4ade-88b9-58da34366f04
2441,ICT network engineer,2523,15-1143.00,computer network architects,['network developer'],0.9253425538539886,2.0,http://data.europa.eu/esco/occupation/cf2b03cd-feb7-4f47-90f6-ff1ed6016d3d
2619,ICT network architect,2523,15-1143.00,computer network architects,['network designer'],0.8884322643280029,2.0,http://data.europa.eu/esco/occupation/e0b544dd-b621-4126-a55e-054af25c6ea0
62,ICT security administrator,2529,15-1122.00,information security analysts,['network security administrator'],0.9119793057441711,2.0,http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7
153,digital forensics expert,2529,15-1122.00,information security analysts,na,0.7971266806125641,0.5,http://data.europa.eu/esco/occupation/0c448a27-10ec-43ba-b880-d9938bade424
160,ICT security consultant,2529,15-1122.00,information security analysts,na,0.8491040647029876,2.0,http://data.europa.eu/esco/occupation/0ce5a9f4-e00a-4bbe-b255-3c63407167a4
481,chief ICT security officer,2529,15-1122.00,information security analysts,na,0.8336153209209443,1.0,http://data.europa.eu/esco/occupation/276ba420-ef09-4a0e-b215-2c2e2f80ad28
1424,ethical hacker,2529,15-1122.00,information security analysts,na,0.8227696627378465,2.0,http://data.europa.eu/esco/occupation/76ef0a87-6afe-4560-b5d0-9a086abe45c5
1435,ICT security manager,2529,15-1122.00,information security analysts,['information security manager'],0.8638525366783142,2.0,http://data.europa.eu/esco/occupation/7754d570-9519-48c2-b1c9-8e165f8bca0f
1551,knowledge engineer,2529,15-1141.00,database administrators,['information engineer'],0.8582685261964798,1.0,http://data.europa.eu/esco/occupation/812c217d-32b7-4f6a-9faf-993d3577ac7f
2000,ICT resilience manager,2529,13-1199.04,business continuity planners,na,0.7938233703374864,1.0,http://data.europa.eu/esco/occupation/a99b38bc-6e71-4bef-b127-0f2b5e357815
1798,lawyer,2611,23-1011.00,lawyers,"['lawyer', 'attorney', 'intellectual property lawyer', 'barrister']",0.8533552199602126,2.0,http://data.europa.eu/esco/occupation/974d4eab-fbee-4c52-b16e-73bdd8c25b53
103,judge,2612,23-1023.00,"judges, magistrate judges, and magistrates","['judge', 'circuit judge']",0.8314059972763062,2.0,http://data.europa.eu/esco/occupation/07bd65d7-c13f-443a-bdf6-88903f3822be
2829,justice of the peace,2612,23-1023.00,"judges, magistrate judges, and magistrates","['justice of the peace', 'magistrate', 'justice']",0.7504249840974807,2.0,http://data.europa.eu/esco/occupation/f634ce9b-68a5-4a8a-af4a-ed13fc0deba9
445,election observer,2619,19-3094.00,political scientists,na,0.6681042790412903,0.5,http://data.europa.eu/esco/occupation/246dda29-70f6-408b-b205-aa17b2ffb168
601,legal consultant,2619,23-1011.00,lawyers,"['legal consultant', 'legal adviser', 'legal advisor']",0.8488899230957031,1.0,http://data.europa.eu/esco/occupation/31854d78-3615-43a4-aa3a-c597ecb20ceb
774,mediator,2619,23-1022.00,"arbitrators, mediators, and conciliators","['mediator', 'family mediator', 'conciliator', 'mediation commissioner', 'labor mediator', 'arbitrator']",0.8257722854614258,2.0,http://data.europa.eu/esco/occupation/403be630-8d1e-43b7-9f07-098aca5bb689
1233,ombudsman,2619,23-1022.00,"arbitrators, mediators, and conciliators",['ombudsman'],0.7941196709871292,2.0,http://data.europa.eu/esco/occupation/666846b2-01ce-43f6-8cb7-f3be09fac4a2
1416,court jury coordinator,2619,23-2011.00,paralegals and legal assistants,['paralegal'],0.8378719717264175,1.0,http://data.europa.eu/esco/occupation/76884a72-d8b8-4819-bd40-71d6420a9a42
1438,regulatory affairs manager,2619,11-9199.01,regulatory affairs managers,"['regulatory affairs manager', 'regulatory affairs portfolio leader']",0.8766976207494735,1.0,http://data.europa.eu/esco/occupation/779d13be-60b4-48f3-a339-fe483be96c7f
1479,legislative drafter,2619,23-2011.00,paralegals and legal assistants,['paralegal'],0.6764638990163804,1.0,http://data.europa.eu/esco/occupation/7b89d3e0-c6fb-4c95-bf0d-3b4acf05f9d6
1627,human rights officer,2619,13-1041.03,equal opportunity representatives and officers,na,0.723341965675354,1.0,http://data.europa.eu/esco/occupation/8801ef16-92a4-4889-8f80-9b78206c7ec0
2351,coroner,2619,13-1041.06,coroners,"['coroner', 'medical examiner', 'forensic medical examiner']",0.8701358258724212,1.0,http://data.europa.eu/esco/occupation/c6c48286-2037-47e3-a132-b745dce858e2
2468,notary,2619,43-6012.00,legal secretaries,na,0.736094468832016,1.0,http://data.europa.eu/esco/occupation/d21890a3-cbe9-49df-9a19-a4120d866548
1261,exhibition curator,2621,25-4012.00,curators,"['exhibits manager', 'museum curator', 'exhibits curator']",0.8430066853761673,2.0,http://data.europa.eu/esco/occupation/691d30cc-6b2c-4025-89b4-3e719fe664c7
1402,conservator,2621,25-4013.00,museum technicians and conservators,['conservator'],0.822019597887993,1.0,http://data.europa.eu/esco/occupation/7556c748-15b4-4e44-97d9-00d885d4cd7d
1712,exhibition registrar,2621,25-4012.00,curators,['museum registrar'],0.841166940331459,2.0,http://data.europa.eu/esco/occupation/8f324afc-6ae8-48f5-af68-0fac08024fd1
1787,collection manager,2621,25-4012.00,curators,"['curator', 'collections manager']",0.8250056564807892,2.0,http://data.europa.eu/esco/occupation/96be6ac3-5932-4bfc-933d-84b267d0d486
1966,museum scientist,2621,25-4012.00,curators,na,0.8326280444860459,2.0,http://data.europa.eu/esco/occupation/a63733fa-f7ff-4733-8961-1ec4eeaab00b
2194,mediation and education manager,2621,25-9031.00,instructional coordinators,"['education specialist', 'education consultant']",0.8306941211223602,1.0,http://data.europa.eu/esco/occupation/b9b47087-6045-405d-b769-6a0c94e2eb84
2305,arts education officer,2621,25-9031.00,instructional coordinators,na,0.7664803445339203,1.0,http://data.europa.eu/esco/occupation/c2efadc4-6f47-4f34-997b-dd80aba609dd
2649,archivist,2621,25-4011.00,archivists,"['archivist', 'digital archivist', 'archives specialist', 'processing archivist', 'reference archivist']",0.841076973080635,2.0,http://data.europa.eu/esco/occupation/e3b08984-19fe-4d51-a1b0-990676fc7234
2682,zoo registrar,2621,25-4011.00,archivists,na,0.6701082557439805,1.0,http://data.europa.eu/esco/occupation/e7417f4f-7072-4b07-a71f-71f6fc7f5e5b
670,information manager,2622,25-4021.00,librarians,['information scientist'],0.7774962246417999,1.0,http://data.europa.eu/esco/occupation/3765a20d-5160-4e8f-82f1-ad7872b9db24
1161,librarian,2622,25-4021.00,librarians,"['librarian', 'special collections librarian', 'electronic resources librarian', 'library associate', 'library supervisor', 'school librarian', 'library technical assistant', 'music librarian', 'catalogue librarian']",0.8458709090948106,2.0,http://data.europa.eu/esco/occupation/60f7eb23-a7ea-4cbe-98a5-1248291f62d5
1831,economist,2631,19-3011.00,economists,"['economist', 'econometrician', 'social economist', 'economists']",0.8975637555122375,2.0,http://data.europa.eu/esco/occupation/99492920-e5a5-4dba-9e5a-93193147198c
79,criminologist,2632,19-4092.00,forensic science technicians,['criminologist'],0.8060710847377778,1.0,http://data.europa.eu/esco/occupation/0611f232-b30e-46c7-9c26-2d59b1448e79
224,sociologist,2632,19-3041.00,sociologists,"['sociologist', 'rural sociologist', 'sociologists', 'urban sociologist']",0.8193085819482804,2.0,http://data.europa.eu/esco/occupation/11df8941-508c-4103-ad40-52cdf9430a59
393,archaeologist,2632,19-3091.02,archeologists,['archaeologist'],0.8193041920661926,1.0,http://data.europa.eu/esco/occupation/203ea2ee-bbee-4aaf-83d7-2f2225f916e3
808,behavioural scientist,2632,19-3041.00,sociologists,['behavioral scientist'],0.8101634740829468,2.0,http://data.europa.eu/esco/occupation/441a5b76-2f51-4704-9df7-3b8e715dd3ad
1815,thanatology researcher,2632,19-3041.00,sociologists,na,0.6367722809314728,1.0,http://data.europa.eu/esco/occupation/9851c83c-5670-4da0-964a-1ef0e682e30b
2046,anthropologist,2632,19-3091.01,anthropologists,"['anthropologist', 'ethnologist', 'forensic anthropologist', 'anthropologists']",0.8059688121080398,1.0,http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6
2205,geographer,2632,19-3092.00,geographers,"['geographer', 'economic geographer', 'physical geographer', 'biogeographer', 'geographers']",0.8472999721765518,2.0,http://data.europa.eu/esco/occupation/bac64fa2-dcd6-47bb-8e5c-04e04a86a199
159,historian,2633,19-3093.00,historians,"['historian', 'historians']",0.794211232662201,1.0,http://data.europa.eu/esco/occupation/0cd729a6-ed11-4338-ac4b-d4b924390128
953,political scientist,2633,19-3094.00,political scientists,"['political research scientist', 'political analyst', 'political researcher']",0.8632790356874465,2.0,http://data.europa.eu/esco/occupation/4f89b0d2-b666-4890-af01-25d1d60da1f3
2269,philosopher,2633,19-3094.00,political scientists,na,0.6655547678470611,1.0,http://data.europa.eu/esco/occupation/bfc92738-128b-44f5-92d4-51b10df17961
991,psychologist,2634,19-3031.02,clinical psychologists,['psychologist'],0.8311828106641769,1.0,http://data.europa.eu/esco/occupation/52ded7d7-11df-42e3-b90a-d7f4b70fb4b9
1506,polygraph examiner,2634,19-4092.00,forensic science technicians,"['polygraph examiner', 'lie detector operator', 'polygraph operator']",0.7837202548980713,1.0,http://data.europa.eu/esco/occupation/7d9e2a65-758c-4cbd-b66d-3a595d3d63b1
889,social worker,2635,21-1093.00,social and human service assistants,"['community service worker', 'social services assistant', 'community development worker']",0.8604397743940353,1.0,http://data.europa.eu/esco/occupation/4b05bef2-ded4-4b09-ab94-f4c6a555a775
1036,social counsellor,2635,21-1015.00,rehabilitation counselors,na,0.8336763232946396,1.0,http://data.europa.eu/esco/occupation/5727b567-993d-4d41-a13d-81a6af1a9a8e
2877,social pedagogue,2635,21-1021.00,"child, family, and school social workers",na,0.7919758290052414,2.0,http://data.europa.eu/esco/occupation/fa4a3b52-990c-44eb-a912-490f5d689400
190,missionary,2636,21-2011.00,clergy,na,0.7725677967071534,2.0,http://data.europa.eu/esco/occupation/0f086907-96a6-4e88-bf00-a84295125a6a
1301,religion scientific researcher,2636,25-1126.00,"philosophy and religion teachers, postsecondary",na,0.7924840867519378,1.0,http://data.europa.eu/esco/occupation/6d421d34-baa1-44f9-9ea0-231d76e325fd
1952,chaplain,2636,21-2011.00,clergy,"['chaplain', 'imam', 'hospital chaplain', 'rabbi']",0.840115201473236,2.0,http://data.europa.eu/esco/occupation/a4dd6eae-ca75-456f-829d-333671a7c186
2743,minister of religion,2636,21-2011.00,clergy,"['deacon', 'priest', 'pastor']",0.8585558354854583,2.0,http://data.europa.eu/esco/occupation/ed256ed0-0432-4969-8544-3e5e01a517a9
905,book editor,2641,27-3041.00,editors,['book editor'],0.8053973406553268,2.0,http://data.europa.eu/esco/occupation/4bef1707-a251-427e-9d8b-96595ec38d45
1037,dramaturge,2641,27-3043.05,"poets, lyricists and creative writers",['playwright'],0.7626541048288344,1.0,http://data.europa.eu/esco/occupation/572c51ef-531b-4331-8e66-b1641173e54e
2081,writer,2641,27-3043.05,"poets, lyricists and creative writers","['novelist', 'creative writer', 'author', 'poet']",0.8045010805130005,2.0,http://data.europa.eu/esco/occupation/b06a1dde-e5a1-4219-9491-2bedd0282e4b
2796,literary scholar,2641,27-3043.05,"poets, lyricists and creative writers",na,0.7549171626567841,0.5,http://data.europa.eu/esco/occupation/f3d8bc61-f812-4106-afd2-a356e4c11fce
1944,journalist,2642,27-3022.00,reporters and correspondents,"['journalist', 'reporter', 'news writer', 'sports journalist', 'correspondent']",0.8171406596899032,2.0,http://data.europa.eu/esco/occupation/a47f82d3-4cf7-4abf-bb36-2c8cbad28234
315,translator,2643,27-3091.00,interpreters and translators,"['translator', 'technical translator']",0.7862817108631134,2.0,http://data.europa.eu/esco/occupation/1a07bd7d-2e1d-4930-a84a-1a442b8f2a44
434,interpreter,2643,27-3091.00,interpreters and translators,"['interpreter', 'medical interpreter', 'conference interpreter', 'court interpreter']",0.7783839732408523,2.0,http://data.europa.eu/esco/occupation/23e692a9-a242-4d4f-988f-ed562f757864
868,lexicographer,2643,27-3042.00,technical writers,['lexicographer'],0.7930260807275772,1.0,http://data.europa.eu/esco/occupation/49c3db8c-c586-42d1-9726-f65d8303c0b1
1405,graphologist,2643,19-4092.00,forensic science technicians,"['handwriting expert', 'forensic document examiner']",0.7448467850685119,1.0,http://data.europa.eu/esco/occupation/757da94f-d1f3-48ad-ac61-74e22bc18cca
1840,sign language interpreter,2643,27-3091.00,interpreters and translators,['sign language interpreter'],0.811278834939003,2.0,http://data.europa.eu/esco/occupation/9a2147aa-a72f-4f83-8653-c3f50d4e1e73
2005,linguist,2643,19-3099.00,"social scientists and related workers, all other","['linguist', 'philologist', 'computational linguist']",0.6044200792908669,1.0,http://data.europa.eu/esco/occupation/a9c7a04d-807a-41b5-b441-87c73c73c9c5
121,art restorer,2651,25-4013.00,museum technicians and conservators,"['restoration technician', 'art objects repairer']",0.7997430741786956,1.0,http://data.europa.eu/esco/occupation/09a40a9a-2b60-422c-abe4-96d829bc27df
667,artistic painter,2651,27-1013.00,"fine artists, including painters, sculptors, and illustrators",['visual artist'],0.7475805103778839,1.0,http://data.europa.eu/esco/occupation/374d925a-107b-4c99-bc8b-75483441f062
796,drawing artist,2651,27-1013.00,"fine artists, including painters, sculptors, and illustrators","['artist', 'cartoon artist', 'illustrator']",0.7547362506389618,1.0,http://data.europa.eu/esco/occupation/42ff9e52-1f56-427d-b772-b9328c39b98a
1484,video artist,2651,27-1014.00,multimedia artists and animators,na,0.8226965188980102,1.0,http://data.europa.eu/esco/occupation/7beefadd-ea05-4f59-bc4b-01075f27b937
1533,printmaker,2651,27-1013.00,"fine artists, including painters, sculptors, and illustrators",['printmaker'],0.7271821856498718,1.0,http://data.europa.eu/esco/occupation/802a0e5d-5625-4166-a1f0-d13e2586df55
1763,sculptor,2651,27-1013.00,"fine artists, including painters, sculptors, and illustrators","['sculptor', 'ice sculptor']",0.7268780767917633,1.0,http://data.europa.eu/esco/occupation/94d94bd0-9ac3-4bd8-81c0-c3fdf551aa16
1785,conceptual artist,2651,27-1013.00,"fine artists, including painters, sculptors, and illustrators",['concept artist'],0.8125391602516174,1.0,http://data.europa.eu/esco/occupation/969f8af0-3c0d-403a-9c16-a6fb76c6b443
2058,storyboard artist,2651,27-1014.00,multimedia artists and animators,['storyboard artist'],0.7818647205829621,1.0,http://data.europa.eu/esco/occupation/ae66ca51-e762-48b4-bd46-071dc87cb30d
2112,glass artist,2651,27-1012.00,craft artists,['glass artist'],0.7610907971858978,1.0,http://data.europa.eu/esco/occupation/b2f5ed56-c83f-40d0-b861-f5253cd3d1d9
2281,mask maker,2651,27-1012.00,craft artists,na,0.6951528429985047,1.0,http://data.europa.eu/esco/occupation/c05090e2-d599-46c8-a47b-3d52a893ca55
2733,ceramicist,2651,27-1012.00,craft artists,['ceramics artist'],0.815453264117241,2.0,http://data.europa.eu/esco/occupation/ec0e64c9-6d9b-4a9f-a022-a418f3b381fe
2739,cartoonist,2651,27-1013.00,"fine artists, including painters, sculptors, and illustrators","['cartoonist', 'political cartoonist', 'comic artist']",0.6411140322685241,1.0,http://data.europa.eu/esco/occupation/ecd0fad8-b099-4c47-93f6-dde9f6f6c5fc
247,music director,2652,27-2041.01,music directors,"['music director', 'orchestra director', 'band master', 'conductor', 'band director', 'orchestra conductor']",0.8308945178985595,1.0,http://data.europa.eu/esco/occupation/13d8b1be-d711-4bbc-a45e-cad605162f41
1510,composer,2652,27-2041.04,music composers and arrangers,"['composer', 'music composer', 'jingle writer', 'songwriter', 'music producer']",0.8011003971099854,1.0,http://data.europa.eu/esco/occupation/7dc05fcc-b079-45ed-b5d4-74c75f99976c
2470,répétiteur,2652,27-2042.02,"musicians, instrumental","['piano accompanist', 'accompanist']",0.7462627321481705,1.0,http://data.europa.eu/esco/occupation/d23fbcdc-d5e9-4724-a83f-99a0cfa8adb0
2831,musician,2652,27-2042.02,"musicians, instrumental","['musician', 'organist', 'flutist', 'violinist', 'trumpet player', 'saxophone player', 'clarinetist', 'cellist', 'percussionist', 'trombonist', 'jazz musician', 'oboist', 'guitarist', 'orchestra musician', 'horn player', 'drummer', 'harpist', 'violist', 'pianist']",0.7988297015428544,0.5,http://data.europa.eu/esco/occupation/f6803a58-91d9-4251-9a07-09fc387cec16
101,dancer,2653,27-2031.00,dancers,"['dancer', 'dance artist', 'ballet dancer', 'soloist dancer', 'modern dancer', 'belly dancer']",0.8226673603057861,2.0,http://data.europa.eu/esco/occupation/07b91f36-8272-493a-8e1c-5625e77efe68
297,choreographer,2653,27-2032.00,choreographers,['choreographer'],0.8470264315605164,2.0,http://data.europa.eu/esco/occupation/189a337d-f6fb-44e2-9e7a-bc27b7b76e0e
987,producer,2654,27-2012.01,producers,"['producer', 'executive producer', 'music producer', 'film producer', 'video producer']",0.807532200217247,1.0,http://data.europa.eu/esco/occupation/52b9e8dc-de6c-41dd-b29a-e1291c273f6f
1033,post-production supervisor,2654,27-2012.05,technical directors/managers,na,0.724489524960518,1.0,http://data.europa.eu/esco/occupation/56bff5e1-3c76-4f45-b50e-e3a59bf1053e
2038,video and motion picture editor,2654,27-4032.00,film and video editors,"['film editor', 'video editor', 'editor']",0.7999487102031708,2.0,http://data.europa.eu/esco/occupation/ac734172-ae9a-41ab-80a0-a7b33694e027
2432,radio producer,2654,27-2012.01,producers,"['radio producer', 'producer']",0.810561352968216,1.0,http://data.europa.eu/esco/occupation/ce7d3362-5383-47d1-b66f-57b021c3d862
466,actor/actress,2655,27-2011.00,actors,"['comedian', 'performer', 'actor', 'actress']",0.7792674481868744,2.0,http://data.europa.eu/esco/occupation/26171f39-e85a-448f-bd28-a73a5a99927f
122,presenter,2656,27-3011.00,radio and television announcers,"['program host', 'host', 'announcer', 'broadcaster']",0.8147571951150894,2.0,http://data.europa.eu/esco/occupation/09a9a956-db70-436f-8398-d85a17f6cdfe
174,audio describer,2656,27-3011.00,radio and television announcers,na,0.6601474732160568,0.5,http://data.europa.eu/esco/occupation/0dce2f9b-eda5-4dc4-ba74-36eeed8c9a44
1585,news anchor,2656,27-3011.00,radio and television announcers,"['news anchor', 'newscaster', 'news broadcaster', 'anchor']",0.7828582018613814,1.0,http://data.europa.eu/esco/occupation/83e45d86-1bce-45c5-ba8b-097738f9f28b
108,street artist,2659,27-1013.00,"fine artists, including painters, sculptors, and illustrators",['muralists'],0.6626089066267014,1.0,http://data.europa.eu/esco/occupation/080bce18-066b-4431-90ed-e07608f73fe0
943,community artist,2659,27-2099.00,"entertainers and performers, sports and related workers, all other",na,0.4795104950666428,1.0,http://data.europa.eu/esco/occupation/4efdf62f-a1d9-450e-aebc-2d6a6110f05d
1689,tourist animator,2659,39-3091.00,amusement and recreation attendants,na,0.7032798931002617,1.0,http://data.europa.eu/esco/occupation/8cc90646-fc23-445f-a95f-e28e6b5d5a05
1969,performance artist,2659,27-2011.00,actors,"['impersonator', 'performer', 'mime']",0.7271722078323364,1.0,http://data.europa.eu/esco/occupation/a655aff1-e5e9-4c64-bc85-b902568a3dfb
167,meteorology technician,3111,19-2021.00,atmospheric and space scientists,"['weather forecaster', 'meteorologist', 'atmospheric scientist']",0.860831904411316,1.0,http://data.europa.eu/esco/occupation/0d7ae791-653e-4297-9f61-8bad87f61d57
293,radiation protection technician,3111,19-4051.00,nuclear technicians,['radiation protection technician'],0.8708048760890961,1.0,http://data.europa.eu/esco/occupation/184e59d7-5646-4fe4-9059-46867ff09574
625,food analyst,3111,19-4011.02,food science technicians,['food analyst'],0.8153522789478302,1.0,http://data.europa.eu/esco/occupation/33fe4c90-c4fd-4860-bdc5-24fcab16f45a
899,leather laboratory technician,3111,19-4031.00,chemical technicians,na,0.6814717918634415,1.0,http://data.europa.eu/esco/occupation/4b8dced3-ac9e-445d-8787-e07daf52e295
1234,hydrographic surveying technician,3111,17-3031.00,surveying and mapping technicians,['surveying technician'],0.7496381759643554,1.0,http://data.europa.eu/esco/occupation/668943cc-c454-4a1b-a296-2fcb524a6222
1434,nuclear technician,3111,19-4051.00,nuclear technicians,['nuclear monitoring technician'],0.9212250858545303,1.0,http://data.europa.eu/esco/occupation/774ad663-2124-4ac2-a287-5fb2e478906e
1592,soil surveying technician,3111,19-4041.01,geophysical data technicians,"['geological technician', 'geologist']",0.7459777474403382,1.0,http://data.europa.eu/esco/occupation/84cb6e91-ce11-409e-9306-23c9698631af
1620,chemistry technician,3111,19-4031.00,chemical technicians,na,0.8374311923980713,1.0,http://data.europa.eu/esco/occupation/87775d69-ae88-449e-ad71-6f9875711816
2003,physics technician,3111,19-4099.00,"life, physical, and social science technicians, all other",na,0.6098689675331115,1.0,http://data.europa.eu/esco/occupation/a9bcc9e0-5be7-47a0-818b-acad10fe90d9
2096,remote sensing technician,3111,19-4099.03,remote sensing technicians,"['remote sensing technician', 'remote sensing technologist']",0.8144281595945357,1.0,http://data.europa.eu/esco/occupation/b176e5d7-1f94-495c-907f-80a7f61aed59
2678,metrology technician,3111,17-3023.01,electronics engineering technicians,['instrument technician'],0.8328448593616485,1.0,http://data.europa.eu/esco/occupation/e6a3ce2e-c0f2-47a7-937a-61ae9abfe1fa
2693,environmental technician,3111,19-4091.00,"environmental science and protection technicians, including health","['environmental technician', 'pollution control technician']",0.8849803686141968,1.0,http://data.europa.eu/esco/occupation/e8461d2e-3d75-477c-93a2-ea8d342bb55b
2720,material testing technician,3111,19-4031.00,chemical technicians,na,0.7538585603237152,1.0,http://data.europa.eu/esco/occupation/eb00745b-9abb-4bd8-8291-aade48af029d
2890,geology technician,3111,19-4041.01,geophysical data technicians,"['geology technician', 'geological technician', 'geoscience technician', 'geologist']",0.80995754301548,1.0,http://data.europa.eu/esco/occupation/fb3f5f35-e6f7-4168-aef2-e4dfb7f2a3ee
