id,occupation,isco_code,risk,prevalence,risk_category,risk_nonphysical,prevalence_nonphysical,onet_code,onet_occupation,concept_uri,skills_based_sector_code,skills_based_sector,sub_sector_code,sub_sector
1894,energy manager,1349,3.506411,0.563058,Other,3.585755,0.089099,17-2199.03,energy engineers,http://data.europa.eu/esco/occupation/a005f8a2-2d8a-433e-8d89-13575f822fd4,2,business & administration workers,2.1,"process managers, supervisors & coordinators"
1895,pizzaiolo,9411,3.402658,0.370709,Other,3.478623,0.111015,35-2011.00,"cooks, fast food",http://data.europa.eu/esco/occupation/a02a1117-212f-4a49-b21a-d3b971e00e48,3,sales & services workers,3.1,"food, cleaning & services workers"
1897,chief fire officer,1349,3.449664,0.559533,Other,3.525141,0.266075,33-1021.01,municipal fire fighting and prevention supervisors,http://data.europa.eu/esco/occupation/a05d0a6d-7b60-445a-8dcb-282c7d5a6852,1,"technicians, construction, transport & security workers",1.4,transport & security workers
1899,environmental health inspector,3257,3.24552,0.75449,Other,3.336315,0.175482,29-9011.00,occupational health and safety specialists,http://data.europa.eu/esco/occupation/a092cb70-f3e3-4224-98a3-b97c0114de77,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers
1900,pyrotechnic designer,3435,3.52384,0.623272,Other,3.600395,0.138962,19-4031.00,chemical technicians,http://data.europa.eu/esco/occupation/a0ebd342-8f89-4947-893d-fee9468cf001,6,arts & media workers,6.1,art & media technicians
1901,extrusion machine operator,8121,3.307599,0.800032,Low risk,3.439494,0.0,51-4021.00,"extruding and drawing machine setters, operators, and tenders, metal and plastic",http://data.europa.eu/esco/occupation/a0f9903e-2ba5-4b9d-bb0a-a8646db15221,4,manufacturing workers,4.1,metal workers & machine operators
1904,garden labourer,9214,3.412075,0.856485,Other,3.565014,0.045161,45-2092.01,nursery workers,http://data.europa.eu/esco/occupation/a10eb17a-3c78-4f7a-a1da-8f31146339d3,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers
1905,health and safety engineer,2149,3.475726,0.339589,Other,3.547823,0.149863,17-2111.01,industrial safety and health engineers,http://data.europa.eu/esco/occupation/a1273779-d2d4-4708-a406-62f7cdd26aab,5,engineers & researchers,5.2,various engineers & architects
1907,corporate training manager,2424,3.542361,0.360367,High risk,3.579914,0.257543,11-3131.00,training and development managers,http://data.europa.eu/esco/occupation/a14e96a7-6c4d-4d69-8c6f-7ccadf77bac5,2,business & administration workers,2.4,business managers
1908,insurance broker,3321,3.623664,0.17428,High risk,3.655542,0.118429,41-3021.00,insurance sales agents,http://data.europa.eu/esco/occupation/a198de8c-24b1-4002-982f-a57ae6d6c19c,2,business & administration workers,2.2,accounting & financial services workers
1909,catcher,9212,3.402325,1.0,Low risk,3.59039,0.07743,45-2093.00,"farmworkers, farm, ranch, and aquacultural animals",http://data.europa.eu/esco/occupation/a1acd539-c359-4af3-8a4a-07f1b611e368,13,animal care & husbandry workers,13.2,animal husbandry workers
1911,sign maker,7316,3.468337,0.892255,Other,3.647819,0.0,49-9071.00,"maintenance and repair workers, general",http://data.europa.eu/esco/occupation/a1b4eb5e-45d4-441b-a7e8-795ac5cf6fbf,6,arts & media workers,6.1,art & media technicians
1912,restaurant host/restaurant hostess,5131,3.447749,0.71809,Other,3.538506,0.159801,35-3031.00,waiters and waitresses,http://data.europa.eu/esco/occupation/a1b86a8b-ad91-4192-b386-bbf89bb11699,3,sales & services workers,3.1,"food, cleaning & services workers"
1916,survey enumerator,4227,3.338915,0.595484,Other,3.370819,0.526811,43-4111.00,"interviewers, except eligibility and loan",http://data.europa.eu/esco/occupation/a1cf1406-3632-494c-bff3-0bd5d5327d8f,2,business & administration workers,2.3,"assistants, clerks & legal workers"
1919,aesthetician,5142,3.393771,0.626286,Other,3.465807,0.206101,39-5094.00,skincare specialists,http://data.europa.eu/esco/occupation/a1e1a788-2352-4172-8fcf-1f985a6968b0,3,sales & services workers,3.1,"food, cleaning & services workers"
1921,chemical processing plant controller,3133,3.544994,0.744933,Other,3.686977,0.0,51-8091.00,chemical plant and system operators,http://data.europa.eu/esco/occupation/a241eff8-309b-43ae-8890-ac4cfbd3067c,4,manufacturing workers,4.2,chemical manufacturing workers
1925,ICT quality assurance manager,2519,3.625488,0.253897,High risk,3.644401,0.103118,15-1199.01,software quality assurance engineers and testers,http://data.europa.eu/esco/occupation/a28dff76-74df-46ee-929f-d1fffbb63cd7,12,ict workers,12.1,"ict system engineers, adminstrators & managers"
1926,master coffee roaster,7515,3.472875,0.784521,Other,3.605337,0.0,51-3091.00,"food and tobacco roasting, baking, and drying machine operators and tenders",http://data.europa.eu/esco/occupation/a2a126ac-d90d-4e9f-97d1-9b8dff2ff946,9,food & tobacco production workers,9.3,food & tobacco production specialists
1927,paperhanger,7131,3.300454,0.727062,Other,3.420856,0.056492,47-2142.00,paperhangers,http://data.europa.eu/esco/occupation/a2abd144-2a36-45ea-919c-1fcc6ebc5d45,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors
1928,insurance fraud investigator,3315,3.411013,0.50872,Other,3.45511,0.286997,13-1031.01,"claims examiners, property and casualty insurance",http://data.europa.eu/esco/occupation/a2b81132-2147-4c8e-b250-e6290ed906ea,2,business & administration workers,2.2,accounting & financial services workers
1930,chimney sweep,7133,3.376025,0.921454,Low risk,3.515713,0.14994,37-2011.00,"janitors and cleaners, except maids and housekeeping cleaners",http://data.europa.eu/esco/occupation/a2dee758-72f5-4f1c-b760-f2b8e9d81911,3,sales & services workers,3.1,"food, cleaning & services workers"
1931,train dispatcher,8312,3.339061,0.704369,Other,3.427728,0.095952,53-4031.00,railroad conductors and yardmasters,http://data.europa.eu/esco/occupation/a2fa73d0-7e51-456f-95c6-90f126f52ab8,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors
1933,hospital porter,5329,3.586188,0.73506,Other,3.732687,0.088938,31-1015.00,orderlies,http://data.europa.eu/esco/occupation/a30734bb-2f10-4747-a94c-75f5ec3c63a4,11,healthcare workers,11.2,healthcare technicians & scientists
1934,advanced physiotherapist,2264,3.363059,0.334081,Other,3.43554,0.079009,29-1123.00,physical therapists,http://data.europa.eu/esco/occupation/a317e9c2-62d5-4a24-8ad4-5cb7b9db3f3b,11,healthcare workers,11.1,doctors & specialist therapists
1935,aquaculture recirculation manager,2132,3.347168,0.863196,Low risk,3.431387,0.339848,45-1011.06,first-line supervisors of aquacultural workers,http://data.europa.eu/esco/occupation/a330b7b6-696e-455c-b6d5-f39f82c1489f,13,animal care & husbandry workers,13.3,aquaculture workers
1938,customs and excise officer,3331,3.438118,0.283234,Other,3.468443,0.142019,13-1199.03,customs brokers,http://data.europa.eu/esco/occupation/a3ef0728-7540-4676-ad18-cf0a7913b3ce,10,logistics workers,10.3,import export managers
1939,industrial waste inspector,3257,3.377751,0.676413,Other,3.460627,0.208152,17-3025.00,environmental engineering technicians,http://data.europa.eu/esco/occupation/a41acf2b-fb87-496f-aec3-7c5fdc5e9211,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers
1941,aircraft de-icer installer,7232,3.543562,0.931956,Other,3.728616,0.0,51-2011.00,"aircraft structure, surfaces, rigging, and systems assemblers",http://data.europa.eu/esco/occupation/a429e4fe-22c6-4cb5-89ef-ca4d5b4d0363,1,"technicians, construction, transport & security workers",1.1,engineering technicians
1942,ICT security technician,3512,3.546258,0.415895,High risk,3.603087,0.257361,15-1122.00,information security analysts,http://data.europa.eu/esco/occupation/a44a1dc5-be08-4840-8bd5-770c4ac1ca6d,12,ict workers,12.1,"ict system engineers, adminstrators & managers"
1944,journalist,2642,3.570009,0.65774,Other,3.648116,0.351794,27-3022.00,reporters and correspondents,http://data.europa.eu/esco/occupation/a47f82d3-4cf7-4abf-bb36-2c8cbad28234,6,arts & media workers,6.2,"journalists, publishers & composers"
1945,drafter,3118,3.897832,0.337838,High risk,3.982163,0.198939,17-3013.00,mechanical drafters,http://data.europa.eu/esco/occupation/a4869ae9-2dfe-48cc-bd97-f803880f3407,5,engineers & researchers,5.3,"mechanical engineers, designers & drafters"
1947,groundsman/groundswoman,6113,3.417272,0.953655,Other,3.549823,0.079549,37-3011.00,landscaping and groundskeeping workers,http://data.europa.eu/esco/occupation/a48b9a5a-5ded-482d-8cda-7fd097a32c16,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers
1948,game keeper,5164,3.472547,0.757147,Other,3.595566,0.159608,33-3031.00,fish and game wardens,http://data.europa.eu/esco/occupation/a491c5c1-e126-4414-9ac9-3625a4a79513,13,animal care & husbandry workers,13.2,animal husbandry workers
1951,rigging supervisor,7215,3.366982,0.727164,Other,3.495596,0.067953,47-1011.00,first-line supervisors of construction trades and extraction workers,http://data.europa.eu/esco/occupation/a4c5fb46-1d72-47de-b349-f579a0f1edfb,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors
1952,chaplain,2636,3.619784,0.239532,High risk,3.654133,0.164833,21-2011.00,clergy,http://data.europa.eu/esco/occupation/a4dd6eae-ca75-456f-829d-333671a7c186,14,social workers,14.2,care workers & counsellors
1954,moving truck driver,8332,3.405051,0.78631,Other,3.523476,0.035927,53-3032.00,heavy and tractor-trailer truck drivers,http://data.europa.eu/esco/occupation/a504e79e-f146-4773-a1cf-2b15b9d614db,1,"technicians, construction, transport & security workers",1.4,transport & security workers
1955,terrazzo setter,7114,3.339112,0.805962,Low risk,3.477858,0.0,47-2053.00,terrazzo workers and finishers,http://data.europa.eu/esco/occupation/a50d64e7-2dba-4418-81a7-92b2ba2e508f,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors
1956,heat treatment furnace operator,7223,3.498933,0.709418,Other,3.638745,0.0,51-4191.00,"heat treating equipment setters, operators, and tenders, metal and plastic",http://data.europa.eu/esco/occupation/a51ab2e2-aaa9-4d7d-a747-bff2e276636a,4,manufacturing workers,4.2,chemical manufacturing workers
1957,metal planer operator,7223,3.433129,0.589883,Other,3.549538,0.0,51-4035.00,"milling and planing machine setters, operators, and tenders, metal and plastic",http://data.europa.eu/esco/occupation/a5245c01-4ca8-406e-a152-620c28530ea8,4,manufacturing workers,4.1,metal workers & machine operators
1959,specialist dentist,2261,3.371829,0.594889,Other,3.460268,0.100545,29-1023.00,orthodontists,http://data.europa.eu/esco/occupation/a580e79a-b752-49c1-b033-b5ab2b34bfba,11,healthcare workers,11.1,doctors & specialist therapists
1960,aquaculture husbandry manager,1312,3.581647,0.59745,Other,3.658105,0.25992,11-9013.03,aquacultural managers,http://data.europa.eu/esco/occupation/a5826284-14fb-4866-b9be-69ce69db1b71,13,animal care & husbandry workers,13.3,aquaculture workers
1965,building exterior cleaner,7133,3.376025,0.921454,Low risk,3.515713,0.14994,37-2011.00,"janitors and cleaners, except maids and housekeeping cleaners",http://data.europa.eu/esco/occupation/a632fb74-ef49-4f4a-9777-b7df54a0f897,3,sales & services workers,3.1,"food, cleaning & services workers"
1966,museum scientist,2621,3.308675,0.553205,Other,3.357822,0.410557,25-4012.00,curators,http://data.europa.eu/esco/occupation/a63733fa-f7ff-4733-8961-1ec4eeaab00b,5,engineers & researchers,5.1,researchers & science technicians
1967,leather goods manufacturing technician,3119,3.403718,0.562922,Other,3.484973,0.172092,17-3029.06,manufacturing engineering technologists,http://data.europa.eu/esco/occupation/a645b7e5-dfa8-4cce-938f-2d6395a6b51d,8,"textile, clothing, leather & footwear manufacturing workers",8.1,shoe & leather manufacturing workers
1968,e-learning architect,2359,3.508699,0.454391,Other,3.563376,0.140105,13-1151.00,training and development specialists,http://data.europa.eu/esco/occupation/a6517365-211c-456d-aca4-1a0115c7b1e1,12,ict workers,12.1,"ict system engineers, adminstrators & managers"
1969,performance artist,2659,3.317435,0.778128,Other,3.403225,0.0,27-2011.00,actors,http://data.europa.eu/esco/occupation/a655aff1-e5e9-4c64-bc85-b902568a3dfb,6,arts & media workers,6.4,perfomers
1971,straightening machine operator,7223,3.440013,0.679387,Other,3.569841,0.035474,51-4031.00,"cutting, punching, and press machine setters, operators, and tenders, metal and plastic",http://data.europa.eu/esco/occupation/a67721a6-a95d-4c3b-a48c-f9920941ecd1,4,manufacturing workers,4.1,metal workers & machine operators
1972,ICT system analyst,2511,3.488991,0.477314,Other,3.516329,0.185007,15-1121.00,computer systems analysts,http://data.europa.eu/esco/occupation/a6a0b60f-08da-4faa-bf54-942987efb471,12,ict workers,12.1,"ict system engineers, adminstrators & managers"
1973,hop farmer,6112,3.385866,0.841665,Low risk,3.527743,0.159172,45-2092.02,"farmworkers and laborers, crop",http://data.europa.eu/esco/occupation/a6af318e-8a3a-4266-a1ef-cf7afe588201,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers
1975,osteopath,3259,3.3901,0.534496,Other,3.447209,0.094568,29-1011.00,chiropractors,http://data.europa.eu/esco/occupation/a7198837-139d-49c7-8fd0-eb8d8c1ee844,11,healthcare workers,11.1,doctors & specialist therapists
1976,environmental expert,2143,3.346905,0.638144,Other,3.410498,0.270515,17-2081.00,environmental engineers,http://data.europa.eu/esco/occupation/a7358961-46d4-4715-ac1e-6148fd042510,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers
1977,web content manager,2513,3.607753,0.342641,High risk,3.63693,0.192685,15-1199.03,web administrators,http://data.europa.eu/esco/occupation/a74f6c51-37e5-423e-aa5b-044e98663027,12,ict workers,12.3,data workers
1980,wood pallet maker,7523,3.432102,0.77039,Other,3.584652,0.0,51-7042.00,"woodworking machine setters, operators, and tenders, except sawing",http://data.europa.eu/esco/occupation/a77bc925-c441-42f2-92d4-666b103fc025,4,manufacturing workers,4.4,paper & wood manufacturing workers
1981,transport equipment painter,7132,3.410903,0.841767,Other,3.566021,0.0,51-9122.00,"painters, transportation equipment",http://data.europa.eu/esco/occupation/a784b063-89cf-441b-9624-deed9dbdeae6,1,"technicians, construction, transport & security workers",1.1,engineering technicians
1982,taxidermist,3433,3.43458,0.851567,Other,3.528424,0.065372,27-1012.00,craft artists,http://data.europa.eu/esco/occupation/a78d8e2b-fe31-447f-8694-38ed7198d143,4,manufacturing workers,4.3,craftspersons & carpenters
1983,ICT product manager,1330,3.456675,0.522679,Other,3.494762,0.304696,15-1199.09,information technology project managers,http://data.europa.eu/esco/occupation/a79170ad-0b7b-4697-864f-1748359aa10a,2,business & administration workers,2.4,business managers
1984,retail department manager,1420,3.409419,0.496551,Other,3.441776,0.394505,41-1011.00,first-line supervisors of retail sales workers,http://data.europa.eu/esco/occupation/a79d9e58-36be-4e67-a4db-ea6c8ff445fc,3,sales & services workers,3.3,shop & services managers
