id,occupation,isco_code,skills_based_sector_code,skills_based_sector,sub_sector_code,sub_sector,risk_category,job_zone,education_level,related_work_experience,on_the_job_training,annual_earnings,remote_labor_index,physical_proximity,exposure_score,n_desirable,n_desirable_and_highly_viable,n_safe_desirable,n_safe_desirable_and_highly_viable,n_safe_desirable_strict,n_safe_desirable_strict_and_highly_viable,concept_uri
654,radio technician,7422,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,3.0,3.2173,5.583,4.7236,33814.265734,0.095238,0.7625,0.830591,19,3,19,3,2,0,http://data.europa.eu/esco/occupation/35efc04c-429a-407e-a00a-f07fd03c2743
655,chocolatier,7512,9,food & tobacco production workers,9.1,food & tobacco production workers,Lower risk,2.0,1.9243,2.6844,3.1467,17817.245714,0.166667,0.5575,0.681604,87,41,86,41,52,22,http://data.europa.eu/esco/occupation/35f62568-eb4e-4a09-9d83-ecc73116f94c
658,advanced nurse practitioner,2221,11,healthcare workers,11.1,doctors & specialist therapists,Lower risk,3.0,5.126,5.3276,3.2981,28262.0,0.341463,0.94,0.786781,27,15,21,15,8,7,http://data.europa.eu/esco/occupation/36494988-69d2-4420-9db4-eb56605ac983
660,stop-motion animator,2166,6,arts & media workers,6.3,creative managers & graphic designers,High risk,4.0,4.9737,6.4292,2.4731,37555.308176,0.6,0.53,0.460435,14,7,6,1,4,1,http://data.europa.eu/esco/occupation/364d9e9f-b14c-4905-b9e5-5de623dba268
661,driller,8111,1,"technicians, construction, transport & security workers",1.6,mining engineers & technicians,Lower risk,2.0,1.9706,4.5053,4.2808,28282.005769,0.130435,0.4175,0.602531,19,1,19,1,11,1,http://data.europa.eu/esco/occupation/364e61ab-1631-4fe1-a170-e88797aad6f9
662,coffee roaster,8160,9,food & tobacco production workers,9.1,food & tobacco production workers,Lower risk,2.0,2.045,3.2805,3.5332,20363.62,0.055556,0.345,0.570818,87,46,86,46,36,21,http://data.europa.eu/esco/occupation/36b11444-8634-4194-b679-ed302acdfb22
664,paper pulp moulding operator,8171,4,manufacturing workers,4.4,paper & wood manufacturing workers,Lower risk,2.0,2.0099,3.8507,2.9896,20238.148148,0.0,0.605,0.777817,159,96,159,96,26,13,http://data.europa.eu/esco/occupation/3723d7a6-7e65-4735-8235-cb01fb661b2f
665,fruit and vegetable picker,9211,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers,Lower risk,1.0,1.2483,3.4835,2.4754,20861.0,0.1,0.235,0.459891,3,1,3,1,0,0,http://data.europa.eu/esco/occupation/373db468-bd25-4b67-a6e0-4ac79d9a9e85
667,artistic painter,2651,6,arts & media workers,6.5,fine artists,Lower risk,3.0,4.1688,5.9817,3.8677,26266.0,0.6,0.0925,0.192354,15,11,10,9,3,3,http://data.europa.eu/esco/occupation/374d925a-107b-4c99-bc8b-75483441f062
669,starch converting operator,8160,9,food & tobacco production workers,9.2,food & tobacco production operators,Lower risk,2.0,2.0478,3.9646,3.1842,20363.62,0.052632,0.4775,0.672583,99,61,98,61,11,5,http://data.europa.eu/esco/occupation/375a4d32-0950-45db-9d85-3fc2a86f1d85
670,information manager,2622,12,ict workers,12.3,data workers,Lower risk,5.0,7.4844,5.0191,2.6827,24824.520179,0.615385,0.52,0.447214,26,1,22,1,0,0,http://data.europa.eu/esco/occupation/3765a20d-5160-4e8f-82f1-ad7872b9db24
672,gaming inspector,3359,3,sales & services workers,3.2,customer representatives,Lower risk,2.0,2.2437,3.0706,3.6666,26209.879147,0.166667,0.775,0.803638,1,0,0,0,0,0,http://data.europa.eu/esco/occupation/379a4f3f-4985-4764-8b2f-037946da855d
673,library assistant,4411,12,ict workers,12.3,data workers,High risk,2.0,2.85,3.5039,2.5459,13589.0,0.37037,0.725,0.675634,0,0,0,0,0,0,http://data.europa.eu/esco/occupation/37b15470-3b2d-4ae0-816c-c7c06ed15c99
675,butcher,7511,9,food & tobacco production workers,9.1,food & tobacco production workers,Lower risk,2.0,1.9662,5.4019,4.2793,20567.791139,0.4,0.765,0.677495,83,44,82,44,10,8,http://data.europa.eu/esco/occupation/37c7880e-cfee-4c41-a41b-061682fefde3
681,car leasing agent,5223,3,sales & services workers,3.2,customer representatives,High risk,2.0,2.3097,4.0499,2.8367,13618.30795,0.631579,0.685,0.502363,59,13,27,6,23,4,http://data.europa.eu/esco/occupation/38395ab3-766c-4c6c-8d96-430eff19ec8d
683,police detective,3355,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,3.0,3.568,4.743,4.9399,41865.625,0.290323,0.7075,0.708588,7,4,6,4,0,0,http://data.europa.eu/esco/occupation/3880e9e8-bc2b-48d9-8afc-a0f258c1c4b0
684,sport official,3422,14,social workers,14.1,social workers,Lower risk,3.0,2.5167,3.6966,4.6056,27503.0,0.4,0.7125,0.653835,1,0,0,0,0,0,http://data.europa.eu/esco/occupation/388155cc-7ab8-46c7-8051-aefc7b276c84
686,investment adviser,2412,2,business & administration workers,2.2,accounting & financial services workers,Lower risk,4.0,6.5707,7.1071,5.8566,34270.940426,0.846154,0.365,0.236968,58,29,32,14,2,1,http://data.europa.eu/esco/occupation/38d9c76b-1a7b-4d65-879b-733ae7e9364e
688,rental service representative,5249,3,sales & services workers,3.2,customer representatives,High risk,2.0,3.3548,3.4515,3.2274,26156.62069,0.692308,0.675,0.455733,15,4,10,3,10,3,http://data.europa.eu/esco/occupation/3900b684-6b4b-4133-b134-e1d129d60383
689,economic policy officer,2412,2,business & administration workers,2.5,public officials,Lower risk,5.0,10.0436,3.8264,2.9999,34270.940426,0.782609,0.325,0.265805,41,8,31,6,12,2,http://data.europa.eu/esco/occupation/394a4bdd-7032-4d87-89a2-9d937cebdd09
691,forwarding manager,3331,10,logistics workers,10.2,import export specialists,Lower risk,2.0,2.2081,4.4214,2.995,30724.699571,0.478261,0.645,0.580105,13,2,10,2,2,0,http://data.europa.eu/esco/occupation/39803100-c338-4f01-ad2c-085d488920ca
693,attraction operator,9629,2,business & administration workers,2.1,"process managers, supervisors & coordinators",High risk,1.0,1.401,2.7421,2.6774,11548.19697,0.375,0.835,0.722409,2,1,1,0,1,0,http://data.europa.eu/esco/occupation/39a59c5c-4338-4480-bdc8-96328a491907
695,licensing officer,3354,2,business & administration workers,2.3,"assistants, clerks & legal workers",High risk,3.0,4.3795,5.6777,3.9867,25236.725,0.641026,0.695,0.499487,3,1,3,1,3,1,http://data.europa.eu/esco/occupation/39c89133-bd2a-45db-b3eb-529b94daeeaf
697,soap maker,8131,4,manufacturing workers,4.2,chemical manufacturing workers,Lower risk,2.0,2.1256,3.8709,3.6751,22211.820144,0.25,0.6125,0.677772,28,5,28,5,10,1,http://data.europa.eu/esco/occupation/39e06c20-d262-44f9-a6a8-a0f3ba9e887c
698,community development officer,2422,2,business & administration workers,2.5,public officials,Lower risk,4.0,6.3067,7.4517,3.987,33292.986333,0.7,0.415,0.352846,37,10,32,9,8,1,http://data.europa.eu/esco/occupation/39e9fc8f-02bd-4577-b603-2dc96204ce74
701,ordinary seaman,8350,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,2.0,2.0727,3.1291,3.0248,20485.0,0.157895,0.6875,0.760886,19,7,19,7,5,1,http://data.europa.eu/esco/occupation/3a3fac9d-323e-4ba6-989b-0e1d44e113cc
702,trade regional manager,1420,3,sales & services workers,3.5,wholesale merchants,Lower risk,4.0,6.0442,7.9566,4.0001,27994.312081,0.75,0.4775,0.345507,148,23,114,20,28,0,http://data.europa.eu/esco/occupation/3a4c4e33-ee34-4abe-ba5c-26f9037d292f
703,glass engraver,7316,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,2.0,2.0623,4.7928,4.5546,22926.812121,0.142857,0.455,0.6245,62,2,62,2,3,0,http://data.europa.eu/esco/occupation/3a55bf97-a0d2-47a0-a8b3-b248d32c7969
704,social work practice educator,2310,14,social workers,14.1,social workers,Lower risk,5.0,10.4401,7.6554,2.2781,40843.043478,0.842105,0.335,0.229989,46,7,40,5,8,1,http://data.europa.eu/esco/occupation/3a55ef85-5abf-48e2-884b-5efaf881bfb1
705,plodder operator,8131,4,manufacturing workers,4.2,chemical manufacturing workers,Lower risk,2.0,2.5608,4.7591,3.896,22211.820144,0.1,0.66,0.770714,41,6,41,6,1,0,http://data.europa.eu/esco/occupation/3a67544c-919f-4051-b812-c08e69eec3fd
706,automated optical inspection operator,7543,1,"technicians, construction, transport & security workers",1.1,engineering technicians,Lower risk,2.0,2.5397,4.8863,4.0288,22430.367647,0.095238,0.645,0.763918,85,17,83,17,51,7,http://data.europa.eu/esco/occupation/3a75b477-e151-40fb-9909-b3641401bfed
709,bicycle courier,9331,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,2.0,2.4525,3.7684,2.23,21378.347633,0.307692,0.4525,0.559705,15,3,13,2,4,0,http://data.europa.eu/esco/occupation/3a959644-beed-4afc-8e57-d5068ae6a43e
710,wholesale merchant,3324,3,sales & services workers,3.5,wholesale merchants,Lower risk,3.0,3.9402,5.9965,4.2066,38128.948946,,0.575,,78,5,57,5,16,1,http://data.europa.eu/esco/occupation/3ac7fbb4-91b2-4d4d-abc8-7a6c55ed648f
711,tourism contract negotiator,3339,3,sales & services workers,3.5,wholesale merchants,High risk,3.0,3.9292,5.7046,3.6105,31801.341055,0.571429,0.5475,0.484399,32,3,26,2,24,1,http://data.europa.eu/esco/occupation/3ae4fd99-814a-4d06-a7db-5ee680c22e26
715,fisheries adviser,2132,13,animal care & husbandry workers,13.3,aquaculture workers,Lower risk,4.0,4.4211,6.05,4.2,35924.810417,0.606061,0.5125,0.449326,7,1,7,1,4,0,http://data.europa.eu/esco/occupation/3b018148-8e92-4177-9267-5f090386f6a3
718,kettle tender,8160,9,food & tobacco production workers,9.1,food & tobacco production workers,Lower risk,2.0,1.9243,2.6844,3.1467,20363.62,0.166667,0.5575,0.681604,113,58,112,58,74,35,http://data.europa.eu/esco/occupation/3b46ee4d-a220-4c83-ad90-937456596889
719,vehicle maintenance attendant,7231,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,2.0,2.1121,3.3765,4.1118,30451.150985,0.181818,0.6,0.700649,10,2,10,2,6,2,http://data.europa.eu/esco/occupation/3b4eb248-6b40-42fe-9d10-cba8ccfe6613
723,wood sander,7523,4,manufacturing workers,4.3,craftspersons & carpenters,Lower risk,2.0,1.9076,4.1517,3.5454,22252.68,0.142857,0.5125,0.662786,151,40,151,40,22,6,http://data.europa.eu/esco/occupation/3bdf6206-e952-4177-a17b-2a03bfee2144
724,abrasive blasting operator,8122,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,2.0,1.8929,4.0526,3.1318,22295.4,0.043478,0.7275,0.834188,128,24,128,24,24,2,http://data.europa.eu/esco/occupation/3c0af499-39f6-4468-9ba4-b13a26d5f888
726,business service manager,1219,2,business & administration workers,2.4,business managers,Lower risk,3.0,3.9636,6.9711,3.4248,34973.799762,0.692308,0.45,0.372104,59,3,47,3,0,0,http://data.europa.eu/esco/occupation/3c136897-4e0e-41ef-bb57-d8152323b93a
727,musical instrument technician,7312,4,manufacturing workers,4.3,craftspersons & carpenters,Lower risk,3.0,2.8211,5.8209,5.1033,23804.0,0.0,0.475,0.689202,8,5,8,5,0,0,http://data.europa.eu/esco/occupation/3c1b7871-87f9-427b-adcb-fe16be8f9f24
728,air traffic controller,3154,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,3.0,3.6264,4.135,6.0219,32754.0,0.214286,0.82,0.802674,15,5,15,5,3,0,http://data.europa.eu/esco/occupation/3c2da05f-eb24-41f7-8307-46c96660fee0
730,cellar operator,8160,9,food & tobacco production workers,9.2,food & tobacco production operators,Lower risk,2.0,2.0478,3.9646,3.1842,20363.62,0.052632,0.4775,0.672583,120,64,119,64,10,6,http://data.europa.eu/esco/occupation/3caa57c9-d360-4ce4-8000-34a983666ba7
732,hotel porter,9621,3,sales & services workers,3.1,"food, cleaning & services workers",Lower risk,2.0,1.8472,3.7185,2.4386,21029.101493,0.25,0.7825,0.766078,7,3,2,2,1,1,http://data.europa.eu/esco/occupation/3cc51201-cd20-47f8-92ad-4d5861f963cf
733,vehicle rental agent,5249,3,sales & services workers,3.2,customer representatives,High risk,2.0,3.3548,3.4515,3.2274,26156.62069,0.692308,0.675,0.455733,9,1,8,0,8,0,http://data.europa.eu/esco/occupation/3cc87d40-f402-4f57-9353-4b36a031cfc5
734,telecommunications manager,1330,2,business & administration workers,2.1,"process managers, supervisors & coordinators",High risk,4.0,5.5503,8.8748,3.8264,50358.915423,0.842105,0.4075,0.253657,30,1,24,0,21,0,http://data.europa.eu/esco/occupation/3ce4691e-ecea-4278-939e-b89ab01087b8
736,criminal investigator,3355,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,3.0,3.2271,5.4631,4.6143,41865.625,0.290323,0.675,0.692122,8,2,7,1,6,1,http://data.europa.eu/esco/occupation/3cee6bea-4a19-4511-9bbb-fdf820857555
737,learning mentor,2359,7,education workers,7.2,teachers & childcare workers,Lower risk,4.0,6.502,4.9224,4.1192,21865.956,0.565217,0.735,0.565301,44,15,37,13,21,6,http://data.europa.eu/esco/occupation/3d0f86c1-9bdd-4e84-bc62-93a716128c8d
738,database integrator,2521,12,ict workers,12.3,data workers,Lower risk,4.0,6.4393,7.6712,4.1907,39651.49904,0.764706,0.515,0.348104,34,9,23,7,6,1,http://data.europa.eu/esco/occupation/3d190639-90f8-4402-b1b3-a104a17e0d67
742,coffee taster,7515,9,food & tobacco production workers,9.3,food & tobacco production specialists,Lower risk,1.0,1.5543,2.7089,2.4796,24446.0,0.0,0.84,0.916515,65,7,65,7,5,0,http://data.europa.eu/esco/occupation/3d7b36e2-bfb8-4b67-9585-6787c1dda13e
744,airport baggage handler,9333,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,2.0,2.0613,3.2942,2.461,21378.347633,0.117647,0.7,0.785905,42,1,39,0,2,0,http://data.europa.eu/esco/occupation/3d974e0c-8ed9-47a7-aec2-ebdb34391c87
745,leather production machine operator,8155,8,"textile, clothing, leather & footwear manufacturing workers",8.1,shoe & leather manufacturing workers,Lower risk,2.0,1.8475,3.2336,3.0902,19009.846154,0.142857,0.61,0.723089,7,5,7,5,0,0,http://data.europa.eu/esco/occupation/3da8ee8c-ab60-4feb-ab5b-3ba31ef9ec1f
749,bathroom fitter,7126,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors,Lower risk,3.0,2.7131,6.0641,5.2933,30837.176606,0.28,0.5975,0.655896,62,29,62,29,12,4,http://data.europa.eu/esco/occupation/3df28a39-9bfe-4e36-b394-a189ef967a74
750,leather goods machine operator,8156,8,"textile, clothing, leather & footwear manufacturing workers",8.1,shoe & leather manufacturing workers,Lower risk,2.0,1.8475,3.2336,3.0902,16576.0,0.142857,0.61,0.723089,15,11,15,11,0,0,http://data.europa.eu/esco/occupation/3e0b4b9b-b624-4ceb-9bc9-9627cdfb0b81
752,political campaign officer,2432,2,business & administration workers,2.5,public officials,Lower risk,5.0,10.1656,3.3995,2.2996,31558.968023,1.0,0.3075,0.0,18,4,17,4,4,2,http://data.europa.eu/esco/occupation/3e213d52-e7a0-4980-99d9-23da1f717f50
753,electrical equipment assembler,8212,1,"technicians, construction, transport & security workers",1.1,engineering technicians,Lower risk,2.0,2.0604,2.7542,3.1151,24137.322368,,0.5875,,110,28,110,28,12,0,http://data.europa.eu/esco/occupation/3e524c3e-3ee8-47dd-8463-2c2a41b548bf
756,ICT technician,3512,12,ict workers,12.1,"ict system engineers, adminstrators & managers",Lower risk,3.0,4.2432,6.1339,3.387,38016.995238,0.647059,0.6375,0.474342,28,6,22,4,1,0,http://data.europa.eu/esco/occupation/3e7bf729-4442-4b9f-ad5e-83111963795c
757,sports coach,3422,7,education workers,7.1,instructors & vocational teachers,Lower risk,4.0,5.7663,6.2928,3.4011,27503.0,0.461538,0.735,0.629102,28,21,25,20,0,0,http://data.europa.eu/esco/occupation/3e9c1262-4fe2-4eb1-bf94-4fe64498393a
758,stone planer,8112,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,2.0,2.2271,4.0611,4.333,24180.428571,0.055556,0.35,0.57494,162,79,162,79,26,15,http://data.europa.eu/esco/occupation/3e9c6f2a-dc20-4366-aeb9-99dffd635b4c
762,lottery cashier,5230,3,sales & services workers,3.2,customer representatives,High risk,2.0,2.0591,3.7449,2.2414,14721.514894,0.666667,0.7,0.483046,21,4,6,1,5,1,http://data.europa.eu/esco/occupation/3f32394b-f1b1-48ef-96ee-74405fb7c6b6
764,construction safety manager,3112,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers,Lower risk,4.0,6.2732,5.8094,4.5235,31261.073394,0.5,0.6475,0.56899,57,5,57,5,1,0,http://data.europa.eu/esco/occupation/3f54ceba-3c4e-4ba1-8ddb-9e49a881a60a
765,court administrator,1349,2,business & administration workers,2.1,"process managers, supervisors & coordinators",Lower risk,3.0,3.9636,6.9711,3.4248,42935.325666,0.692308,0.45,0.372104,46,5,34,4,0,0,http://data.europa.eu/esco/occupation/3f6fc9db-18c1-45e8-819e-baf7b6cfe372
769,drilling engineer,2146,1,"technicians, construction, transport & security workers",1.6,mining engineers & technicians,Lower risk,4.0,6.1619,8.3178,4.9429,36554.033333,0.541667,0.3,0.37081,20,6,19,6,2,0,http://data.europa.eu/esco/occupation/3f863faa-c045-4f05-a419-b19182aea866
770,humanitarian advisor,2422,14,social workers,14.1,social workers,High risk,4.0,5.5743,4.1416,3.2409,33292.986333,0.615385,0.79,0.551222,7,0,6,0,6,0,http://data.europa.eu/esco/occupation/3fa31588-2e4d-49c3-b839-4b615cc62742
774,mediator,2619,2,business & administration workers,2.3,"assistants, clerks & legal workers",Lower risk,5.0,6.88,7.295,3.4995,69224.0,0.571429,0.635,0.521673,5,4,4,4,0,0,http://data.europa.eu/esco/occupation/403be630-8d1e-43b7-9f07-098aca5bb689
775,government minister,1111,2,business & administration workers,2.5,public officials,Lower risk,5.0,7.5363,9.2488,3.3772,54676.145923,0.714286,0.4325,0.351527,21,7,17,7,0,0,http://data.europa.eu/esco/occupation/404a50e9-61ce-448d-a695-bbfc697a0727
776,production supervisor,3122,2,business & administration workers,2.1,"process managers, supervisors & coordinators",Lower risk,2.0,3.4679,8.6141,4.6503,23310.158752,0.692308,0.645,0.44549,57,11,53,10,10,2,http://data.europa.eu/esco/occupation/40517ed4-2769-4283-a15b-4b0d939bd2d3
777,explosives engineer,2146,1,"technicians, construction, transport & security workers",1.6,mining engineers & technicians,Lower risk,4.0,6.6363,4.3646,3.5456,36554.033333,0.666667,0.4525,0.388373,15,5,15,5,0,0,http://data.europa.eu/esco/occupation/40b77b1b-6f9c-4d25-8b08-8b3cb0aaf7e7
778,body artist,3435,3,sales & services workers,3.1,"food, cleaning & services workers",Lower risk,3.0,3.1738,5.1744,3.8188,19027.489777,0.454545,0.8575,0.683906,2,0,1,0,0,0,http://data.europa.eu/esco/occupation/40da2fc6-8cb4-4cd3-8fe3-899715905070
779,bleacher operator,8171,4,manufacturing workers,4.4,paper & wood manufacturing workers,Lower risk,2.0,2.0099,3.8507,2.9896,20238.148148,0.0,0.605,0.777817,131,84,131,84,24,14,http://data.europa.eu/esco/occupation/41535a7d-f2ed-4937-9b7e-3b14c8c755b3
780,network marketer,2431,3,sales & services workers,3.2,customer representatives,Lower risk,4.0,6.8261,6.3481,3.8265,38839.816377,0.9,0.3575,0.189077,45,11,41,9,1,0,http://data.europa.eu/esco/occupation/4163b31e-440b-4991-b5c3-48d0515250ef
781,decorative painter,7316,6,arts & media workers,6.5,fine artists,Lower risk,1.0,1.7778,2.2106,2.616,22926.812121,0.133333,0.58,0.70899,3,1,3,1,1,1,http://data.europa.eu/esco/occupation/41a51397-089d-459d-9b7e-f1cdee5ad6bb
782,ceiling installer,7123,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors,Lower risk,2.0,2.1601,6.0138,5.6787,23767.921348,0.090909,0.605,0.74162,54,24,54,24,11,7,http://data.europa.eu/esco/occupation/41a8e7c8-e1d8-4984-9b3c-dbbad1699f83
783,fuel station specialised seller,5245,3,sales & services workers,3.4,retail & sales workers,Lower risk,2.0,2.1121,3.3765,4.1118,10055.0,0.181818,0.6,0.700649,20,7,9,1,2,0,http://data.europa.eu/esco/occupation/41beead9-98ad-4c89-b6e0-a14149f4eeab
784,derrickhand,8113,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors,Lower risk,1.0,1.4718,4.679,3.1713,26037.989011,0.071429,0.87,0.898809,23,2,23,2,5,0,http://data.europa.eu/esco/occupation/41d4be58-3111-48b5-814a-83117983dd16
785,corrosion technician,3112,1,"technicians, construction, transport & security workers",1.1,engineering technicians,Lower risk,3.0,4.6258,7.2915,4.2919,31261.073394,0.266667,0.635,0.682398,44,5,42,5,0,0,http://data.europa.eu/esco/occupation/41d609a1-62df-4cec-ac71-6434e545a729
786,product development engineering technician,3119,5,engineers & researchers,5.3,"mechanical engineers, designers & drafters",Lower risk,4.0,5.5009,6.3647,4.7729,27329.903418,0.478873,0.5225,0.521813,51,15,45,13,10,1,http://data.europa.eu/esco/occupation/42381741-f3a7-4b26-b35c-da6fad9f1cfd
789,underground heavy equipment operator,8111,1,"technicians, construction, transport & security workers",1.6,mining engineers & technicians,Lower risk,2.0,1.9195,4.8173,3.1056,28282.005769,0.076923,0.5325,0.701098,18,6,18,6,1,0,http://data.europa.eu/esco/occupation/425f4904-3a7a-4ad0-ac5b-42b38392f768
790,grader operator,8342,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors,Lower risk,2.0,2.0827,6.0944,4.8352,29868.714286,0.25,0.57,0.653835,63,24,63,24,0,0,http://data.europa.eu/esco/occupation/426c8cca-31f7-4a88-af60-6f5365ab3a62
791,employment agent,3333,2,business & administration workers,2.3,"assistants, clerks & legal workers",High risk,4.0,5.767,7.1048,4.6472,23898.089431,0.6,0.4125,0.406202,50,6,31,3,25,3,http://data.europa.eu/esco/occupation/42a96d07-1e1d-49ae-9399-c1f4be27ddea
793,scopist,3343,6,arts & media workers,6.2,"journalists, publishers & composers",High risk,3.0,4.489,6.6837,3.1881,20236.082051,0.6,0.3875,0.3937,22,8,15,7,15,7,http://data.europa.eu/esco/occupation/42c769cd-4c60-4bac-94d2-29a492b82b74
796,drawing artist,2651,6,arts & media workers,6.5,fine artists,Lower risk,3.0,4.1688,5.9817,3.8677,26266.0,0.6,0.0925,0.192354,16,10,9,7,3,2,http://data.europa.eu/esco/occupation/42ff9e52-1f56-427d-b772-b9328c39b98a
797,chimney sweep supervisor,7133,3,sales & services workers,3.3,shop & services managers,Lower risk,2.0,2.9491,5.4372,3.3931,22673.659794,0.375,0.51,0.564579,8,2,6,2,1,1,http://data.europa.eu/esco/occupation/4305327d-3537-4dfb-a913-bce6614362f1
801,road roller operator,8342,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors,Lower risk,2.0,1.8336,4.7146,3.9853,29868.714286,0.0,0.545,0.738241,60,24,60,24,11,5,http://data.europa.eu/esco/occupation/4370b117-d9ec-424c-80de-fd92ba740f65
