FTPT,RISK_CAT,2014,2015,2016,2017,2018
1.0,0.0,13.124891,13.846747,12.494905,13.469213,13.177492
1.0,1.0,11.549324,11.301916,11.121321,10.732951,11.132397
1.0,2.0,75.325785,74.851337,76.383774,75.797836,75.690111
2.0,0.0,24.943763,23.850116,23.889516,22.953237,22.571034
2.0,1.0,8.180902,8.534423,7.543489,7.917631,7.931403
2.0,2.0,66.875335,67.615461,68.566994,69.129132,69.497563
