SEX,RISK_CAT,2014,2015,2016,2017,2018
1,0.0,11.257318,12.462896,11.508499,12.09613,11.399764
1,1.0,15.948303,15.491045,15.232053,14.919812,15.464993
1,2.0,72.794379,72.046059,73.259449,72.984058,73.135243
2,0.0,21.865252,20.961555,19.95255,20.253128,20.330054
2,1.0,4.703329,5.006234,4.502362,4.47517,4.515756
2,2.0,73.431419,74.032211,75.545088,75.271702,75.154189
