FTPT,RISK_CAT,2014,2015,2016,2017,2018
1,0.0,23.342986,23.583781,24.900489,24.346738,23.103847
1,1.0,12.868251,12.677514,12.473753,12.339468,12.60765
1,2.0,63.788763,63.738705,62.625758,63.313793,64.288504
2,0.0,26.952817,27.946148,28.677616,28.237506,29.505374
2,1.0,28.120889,25.719979,24.657321,22.836905,23.2602
2,2.0,44.926294,46.333872,46.665063,48.92559,47.234426
